problem_id,attempts,accuracy,skill_key,unique_learners
12350,502,0.7569721115537849,74.0,500
12353,444,0.8671171171171171,103.0,441
12365,385,0.8311688311688312,95.0,381
12366,406,0.6305418719211823,13.0,405
12375,968,0.5227272727272727,76.0,873
12376,1101,0.7184377838328792,76.0,916
12380,415,0.6,47.0,413
12383,471,0.5031847133757962,47.0,469
12386,435,0.7724137931034483,281.0,433
12387,498,0.7791164658634538,91.0,495
12390,442,0.6131221719457014,5.0,441
12400,500,0.602,104.0,497
12404,577,0.7175043327556326,277.0,574
12470,209,0.6985645933014354,217.0,193
1254,323,0.6873065015479877,77.0,249
125662,189,0.9629629629629629,95.0,171
126566,245,0.3673469387755102,301.0,245
127424,219,0.3926940639269406,301.0,190
1283,249,0.6385542168674698,34.0,206
128403,577,0.5355285961871751,378.0,518
128404,570,0.5403508771929825,378.0,512
128409,366,0.819672131147541,378.0,322
128410,295,0.6067796610169491,378.0,262
128411,342,0.7046783625730995,378.0,298
128412,286,0.7307692307692307,378.0,252
128413,375,0.608,378.0,325
128414,323,0.826625386996904,378.0,277
128415,381,0.5774278215223098,378.0,331
128416,340,0.8588235294117647,378.0,300
128417,339,0.8348082595870207,378.0,282
128418,300,0.6633333333333333,378.0,254
128419,364,0.7445054945054945,378.0,307
128420,315,0.7015873015873015,378.0,267
128421,361,0.8670360110803325,378.0,309
128422,296,0.6587837837837838,378.0,255
128423,366,0.7021857923497268,378.0,311
128424,318,0.7830188679245284,378.0,273
128425,333,0.6006006006006006,378.0,291
128426,286,0.8076923076923077,378.0,253
128427,343,0.641399416909621,378.0,285
128428,298,0.6879194630872483,378.0,246
128429,361,0.8116343490304709,378.0,308
12843,277,0.7581227436823105,92.0,217
128430,315,0.6412698412698413,378.0,268
128431,353,0.7025495750708215,378.0,298
128432,306,0.7287581699346405,378.0,256
128433,383,0.618798955613577,378.0,338
128434,320,0.834375,378.0,284
128435,339,0.6312684365781711,378.0,295
128436,300,0.87,378.0,261
128437,252,0.5753968253968254,350.0,235
128438,464,0.3297413793103448,378.0,414
128439,214,0.5467289719626168,350.0,198
128441,227,0.6387665198237885,350.0,213
128442,225,0.5288888888888889,378.0,213
128443,203,0.47783251231527096,378.0,190
128444,216,0.5740740740740741,378.0,203
128445,201,0.6169154228855721,350.0,185
128446,214,0.5607476635514018,378.0,192
128447,231,0.5541125541125541,350.0,222
128448,259,0.525096525096525,378.0,238
128449,219,0.547945205479452,350.0,205
128450,225,0.5777777777777777,378.0,213
128451,224,0.5357142857142857,350.0,210
128452,204,0.49019607843137253,350.0,194
128453,220,0.5772727272727273,378.0,205
128454,224,0.5401785714285714,350.0,215
128455,231,0.5627705627705628,378.0,215
128456,209,0.49282296650717705,378.0,192
128457,210,0.4142857142857143,378.0,178
128458,467,0.4089935760171306,350.0,413
128459,214,0.5373831775700935,378.0,190
128460,207,0.4830917874396135,350.0,185
128461,227,0.41409691629955947,378.0,197
128462,256,0.47265625,350.0,215
128464,256,0.734375,350.0,225
128465,203,0.5123152709359606,378.0,183
128466,207,0.3864734299516908,350.0,180
128467,205,0.5219512195121951,378.0,188
128468,245,0.8244897959183674,378.0,221
128469,241,0.6597510373443983,378.0,207
128470,221,0.5248868778280543,350.0,199
128471,214,0.32710280373831774,378.0,194
128472,238,0.5546218487394958,350.0,205
128473,235,0.5234042553191489,378.0,202
128474,247,0.5748987854251012,350.0,222
128475,216,0.6018518518518519,378.0,189
128476,255,0.4196078431372549,350.0,231
12865,197,0.5076142131979695,217.0,186
129100,409,0.7726161369193154,94.0,397
12949,211,0.5734597156398105,217.0,197
129500,528,0.3125,333.0,505
129501,247,0.3360323886639676,333.0,227
129502,192,0.453125,333.0,177
129504,190,0.35789473684210527,333.0,175
129505,202,0.5445544554455446,333.0,199
129510,211,0.5876777251184834,333.0,206
129511,185,0.4702702702702703,333.0,180
129525,187,0.5775401069518716,333.0,179
129536,188,0.4521276595744681,333.0,182
129538,188,0.8563829787234043,333.0,175
129540,189,0.8359788359788359,333.0,182
129543,190,0.8473684210526315,333.0,179
129547,197,0.8477157360406091,333.0,183
129549,197,0.7766497461928934,333.0,194
129552,196,0.8571428571428571,333.0,189
129553,186,0.8763440860215054,333.0,178
129556,188,0.7872340425531915,333.0,179
129561,186,0.8494623655913979,333.0,180
129562,201,0.7960199004975125,333.0,192
129563,242,0.8347107438016529,333.0,234
129591,186,0.3010752688172043,333.0,178
129592,192,0.2604166666666667,333.0,182
13130,214,0.6869158878504673,217.0,200
13297,210,0.8380952380952381,217.0,194
13305,209,0.5550239234449761,217.0,193
13346,245,0.6938775510204082,240.0,189
134706,314,0.4713375796178344,346.0,303
13513,217,0.5345622119815668,217.0,202
136308,296,0.8952702702702703,85.0,218
136312,280,0.6785714285714286,33.0,217
136313,290,0.8137931034482758,40.0,205
136315,249,0.8755020080321285,307.0,195
137206,445,0.7033707865168539,336.0,433
137207,224,0.8705357142857143,336.0,211
137261,398,0.5979899497487438,336.0,380
138200,280,0.8107142857142857,12.0,212
13830,250,0.864,240.0,194
138783,289,0.8858131487889274,95.0,231
138813,317,0.8296529968454258,90.0,238
138825,299,0.8528428093645485,8.0,227
139448,268,0.2947761194029851,17.0,202
139452,344,0.36046511627906974,17.0,282
139468,251,0.2868525896414343,17.0,194
139480,234,0.41025641025641024,17.0,181
139483,241,0.3278008298755187,17.0,193
139488,246,0.3699186991869919,17.0,197
139491,257,0.36964980544747084,17.0,198
139492,240,0.4625,17.0,179
139497,322,0.40683229813664595,17.0,252
139502,254,0.4645669291338583,17.0,192
139507,267,0.50187265917603,17.0,201
139532,231,0.5541125541125541,17.0,184
139547,254,0.47244094488188976,17.0,193
139552,248,0.4959677419354839,17.0,200
139557,237,0.48945147679324896,17.0,180
139562,254,0.4409448818897638,17.0,199
139567,211,0.33175355450236965,17.0,168
139571,237,0.42616033755274263,17.0,179
139575,230,0.4260869565217391,17.0,172
139579,225,0.36,17.0,189
139615,273,0.5274725274725275,17.0,203
139616,245,0.5836734693877551,17.0,191
139617,257,0.5525291828793775,17.0,207
139621,272,0.5330882352941176,17.0,217
139622,237,0.569620253164557,17.0,186
139876,196,0.5153061224489796,310.0,184
139989,305,0.8327868852459016,25.0,232
140083,386,0.9637305699481865,314.0,228
140105,375,0.96,314.0,222
140266,231,0.8398268398268398,27.0,210
14443,302,0.5596026490066225,203.0,267
14468,197,0.24873096446700507,203.0,197
14560,185,0.4540540540540541,217.0,172
14792,189,0.8412698412698413,86.0,189
14793,202,0.7871287128712872,86.0,202
14797,194,0.5257731958762887,82.0,194
14841,784,0.8227040816326531,75.0,670
148521,287,0.2613240418118467,371.0,279
148771,466,0.8862660944206009,334.0,441
148841,193,0.5699481865284974,334.0,189
148886,199,0.8542713567839196,334.0,186
148923,395,0.49873417721518987,334.0,374
148982,269,0.6171003717472119,371.0,234
148990,209,0.8755980861244019,371.0,205
149273,206,0.14563106796116504,371.0,204
15142,203,0.5665024630541872,217.0,189
152858,383,0.1671018276762402,371.0,367
1530,376,0.7393617021276596,79.0,246
15324,247,0.38461538461538464,240.0,192
1533,259,0.7104247104247104,79.0,194
15612,251,0.41832669322709165,240.0,197
16,375,0.7973333333333333,106.0,359
161675,311,0.662379421221865,340.0,310
161680,219,0.7214611872146118,340.0,217
161687,274,0.6751824817518248,340.0,267
161688,228,0.7631578947368421,340.0,225
161690,355,0.6929577464788732,340.0,355
161695,325,0.7015384615384616,340.0,325
161702,222,0.6351351351351351,340.0,222
161707,188,0.4734042553191489,340.0,133
161713,212,0.5518867924528302,340.0,211
161729,233,0.6180257510729614,340.0,233
161751,269,0.483271375464684,340.0,269
161796,283,0.5547703180212014,340.0,216
161803,221,0.46153846153846156,340.0,220
161821,212,0.4386792452830189,340.0,210
161834,228,0.5789473684210527,340.0,227
163346,259,0.22007722007722008,312.0,248
163460,466,0.4356223175965665,312.0,441
163477,201,0.5621890547263682,312.0,190
163484,188,0.601063829787234,312.0,182
163498,195,0.5435897435897435,312.0,188
163501,193,0.7098445595854922,312.0,185
163525,196,0.6326530612244898,166.0,186
1639,300,0.58,81.0,293
1644,345,0.7072463768115942,79.0,269
167292,402,0.34328358208955223,322.0,388
167293,189,0.48677248677248675,322.0,179
167295,224,0.4107142857142857,322.0,214
167296,239,0.5104602510460251,322.0,227
167297,189,0.455026455026455,322.0,179
167298,200,0.49,322.0,189
167299,192,0.4375,322.0,176
167300,191,0.5026178010471204,322.0,182
167301,219,0.45662100456621,322.0,206
167302,211,0.47393364928909953,322.0,200
167304,190,0.46842105263157896,322.0,178
167305,203,0.4630541871921182,322.0,188
167307,189,0.5079365079365079,322.0,183
167308,189,0.4708994708994709,322.0,175
167313,188,0.4627659574468085,322.0,178
167315,205,0.43414634146341463,322.0,192
167316,186,0.45161290322580644,322.0,173
167317,221,0.43891402714932126,322.0,204
167318,189,0.4973544973544973,322.0,180
167319,185,0.4594594594594595,322.0,169
167320,198,0.4393939393939394,322.0,189
167321,215,0.413953488372093,322.0,205
167322,192,0.4583333333333333,322.0,179
167323,190,0.4631578947368421,322.0,181
167324,207,0.4975845410628019,322.0,193
167325,213,0.431924882629108,322.0,204
167326,213,0.4788732394366197,322.0,192
167328,206,0.4320388349514563,322.0,195
167332,196,0.41836734693877553,322.0,181
167333,199,0.5577889447236181,322.0,187
167335,185,0.41621621621621624,322.0,171
167337,208,0.41346153846153844,322.0,191
167338,185,0.3837837837837838,322.0,171
167344,205,0.375609756097561,322.0,194
167345,193,0.47668393782383417,322.0,176
167346,187,0.5240641711229946,322.0,172
167348,188,0.48404255319148937,322.0,176
167350,216,0.4675925925925926,322.0,203
167353,207,0.42995169082125606,322.0,192
167354,197,0.43147208121827413,322.0,190
167355,209,0.5215311004784688,322.0,201
167356,197,0.41624365482233505,322.0,186
167357,190,0.45263157894736844,322.0,177
167358,203,0.41379310344827586,322.0,182
167359,194,0.422680412371134,322.0,177
167360,201,0.4527363184079602,322.0,186
167361,207,0.4251207729468599,322.0,191
167362,196,0.44387755102040816,322.0,180
167363,210,0.47619047619047616,322.0,194
167364,188,0.4946808510638298,322.0,178
167365,211,0.4218009478672986,322.0,199
167367,185,0.43783783783783786,322.0,173
167368,203,0.5320197044334976,322.0,189
167369,206,0.38349514563106796,322.0,193
167370,218,0.42201834862385323,322.0,204
167372,185,0.5135135135135135,322.0,173
167373,186,0.45698924731182794,322.0,175
167374,224,0.45089285714285715,322.0,208
167375,214,0.43457943925233644,322.0,199
167377,192,0.484375,322.0,180
167378,203,0.39901477832512317,322.0,189
167379,186,0.3924731182795699,322.0,177
167380,206,0.470873786407767,322.0,193
169850,190,0.5157894736842106,298.0,118
170597,187,0.6096256684491979,39.0,186
170837,234,0.5982905982905983,294.0,214
171224,412,0.6893203883495146,295.0,412
172535,232,0.8318965517241379,298.0,227
172547,234,0.7521367521367521,298.0,232
172557,307,0.749185667752443,298.0,301
172566,233,0.8240343347639485,298.0,230
173274,225,0.8888888888888888,296.0,225
173317,223,0.9417040358744395,296.0,223
178,874,0.7093821510297483,5.0,730
178251,196,0.8724489795918368,277.0,196
185878,395,0.8025316455696202,75.0,234
185879,414,0.6859903381642513,75.0,254
185882,388,0.7654639175257731,75.0,229
186576,277,0.6859205776173285,280.0,272
186577,249,0.5823293172690763,280.0,241
186578,279,0.8028673835125448,280.0,270
186606,281,0.608540925266904,280.0,279
186607,282,0.6950354609929078,280.0,279
186612,185,0.6702702702702703,280.0,181
186635,432,0.5648148148148148,280.0,330
186637,270,0.8296296296296296,280.0,259
186669,330,0.5818181818181818,280.0,244
187100,194,0.6134020618556701,340.0,185
187119,186,0.5860215053763441,340.0,174
187135,187,0.5935828877005348,340.0,178
187148,188,0.7074468085106383,340.0,177
187166,188,0.6542553191489362,340.0,174
187183,187,0.7433155080213903,340.0,171
187187,189,0.7566137566137566,340.0,180
187211,188,0.75,340.0,168
187214,212,0.7877358490566038,340.0,201
187218,194,0.7938144329896907,340.0,182
187238,189,0.6666666666666666,340.0,175
187248,208,0.7403846153846154,340.0,196
187616,244,0.75,278.0,241
187617,265,0.8905660377358491,278.0,259
187664,230,0.8173913043478261,278.0,229
187665,257,0.9299610894941635,278.0,255
188079,199,0.5979899497487438,276.0,199
188082,213,0.784037558685446,276.0,211
188112,213,0.9014084507042254,276.0,212
188113,204,0.7598039215686274,276.0,202
188608,206,0.8786407766990292,86.0,191
188647,292,0.8047945205479452,86.0,282
188849,461,0.648590021691974,82.0,453
188869,244,0.8401639344262295,82.0,187
188885,324,0.808641975308642,82.0,316
189165,405,0.8320987654320988,277.0,397
189166,377,0.7320954907161804,277.0,286
189170,287,0.6933797909407665,277.0,285
189180,228,0.8114035087719298,277.0,227
189195,362,0.7430939226519337,277.0,270
189197,237,0.7215189873417721,277.0,236
189208,205,0.6731707317073171,277.0,180
189210,291,0.5979381443298969,277.0,266
189215,204,0.7254901960784313,277.0,177
189218,191,0.7539267015706806,277.0,167
189236,218,0.573394495412844,277.0,216
189243,193,0.616580310880829,277.0,167
189245,246,0.6138211382113821,277.0,217
189257,343,0.6763848396501457,277.0,249
189261,199,0.4271356783919598,277.0,195
189276,237,0.5654008438818565,277.0,233
189285,351,0.8575498575498576,279.0,348
189360,198,0.7373737373737373,279.0,145
189366,474,0.8396624472573839,279.0,311
189369,259,0.8223938223938224,279.0,162
189372,252,0.8293650793650794,279.0,157
189378,278,0.8812949640287769,279.0,157
189411,262,0.8396946564885496,279.0,161
189423,319,0.7586206896551724,279.0,197
189459,341,0.8269794721407625,279.0,244
189468,289,0.8096885813148789,279.0,188
189477,261,0.842911877394636,279.0,163
189483,255,0.8666666666666667,279.0,158
189489,316,0.7943037974683544,279.0,196
189495,261,0.8697318007662835,279.0,165
189504,262,0.8587786259541985,279.0,163
189507,243,0.8683127572016461,279.0,148
190279,196,0.8214285714285714,81.0,193
190280,222,0.8693693693693694,81.0,221
190283,243,0.8724279835390947,81.0,227
204157,194,0.6804123711340206,277.0,194
20440,251,0.42231075697211157,240.0,196
208506,463,0.7991360691144709,296.0,463
208507,214,0.5841121495327103,42.0,214
208508,905,0.5878453038674033,298.0,808
210589,275,0.6509090909090909,48.0,269
210590,272,0.7279411764705882,48.0,265
210599,282,0.8262411347517731,79.0,273
210643,268,0.5708955223880597,79.0,259
210645,254,0.7125984251968503,79.0,248
210665,288,0.7326388888888888,79.0,280
211461,293,0.8430034129692833,314.0,244
211463,280,0.5321428571428571,317.0,240
211476,344,0.5290697674418605,15.0,295
211479,255,0.8745098039215686,106.0,235
211480,251,0.6573705179282868,48.0,235
211481,389,0.7583547557840618,18.0,339
211483,416,0.7572115384615384,296.0,385
211508,311,0.5530546623794212,12.0,290
211509,395,0.9088607594936708,309.0,376
211510,277,0.6245487364620939,47.0,246
211512,303,0.45544554455445546,280.0,264
2149,218,0.7660550458715596,18.0,217
217532,263,0.7984790874524715,15.0,263
218653,348,0.6091954022988506,61.0,301
218654,301,0.5880398671096345,61.0,247
218678,326,0.5950920245398773,61.0,279
218681,195,0.37948717948717947,61.0,191
218703,323,0.739938080495356,61.0,315
218704,278,0.5863309352517986,61.0,276
218705,287,0.5400696864111498,61.0,280
218706,292,0.6472602739726028,61.0,289
218714,350,0.78,61.0,307
219323,261,0.7586206896551724,363.0,255
22062,205,0.7707317073170732,217.0,190
220704,399,0.7493734335839599,82.0,337
220753,276,0.8152173913043478,82.0,267
2209,423,0.5342789598108747,75.0,420
2229,508,0.7795275590551181,82.0,507
2264,228,0.7850877192982456,12.0,228
2274,190,0.48947368421052634,12.0,190
232176,302,0.32781456953642385,358.0,296
248593,351,0.4472934472934473,338.0,260
248603,540,0.6666666666666666,338.0,358
248604,201,0.7114427860696517,338.0,195
248605,344,0.7209302325581395,338.0,340
248607,342,0.7777777777777778,338.0,336
248608,359,0.807799442896936,338.0,353
248621,272,0.45955882352941174,338.0,268
248623,260,0.5884615384615385,338.0,252
248625,260,0.5961538461538461,338.0,254
248627,227,0.27312775330396477,338.0,223
248631,247,0.4534412955465587,338.0,238
253876,198,0.8434343434343434,22.0,195
253976,202,0.7376237623762376,22.0,200
254102,210,0.9238095238095239,22.0,204
254144,193,0.8911917098445595,22.0,186
254226,202,0.8564356435643564,22.0,195
2690,217,0.3778801843317972,95.0,150
2730,376,0.8617021276595744,106.0,360
274367,592,0.6841216216216216,298.0,592
279772,467,0.5139186295503212,17.0,467
279802,439,0.6264236902050114,18.0,439
280794,341,0.6129032258064516,92.0,257
282496,184,0.7771739130434783,26.0,184
282498,194,0.4587628865979381,281.0,182
282536,197,0.6345177664974619,21.0,197
282592,341,0.8651026392961877,290.0,328
283233,261,0.8045977011494253,293.0,249
283249,333,0.6306306306306306,290.0,322
283326,219,0.7168949771689498,301.0,219
283486,502,0.5418326693227091,375.0,502
283530,509,0.5324165029469549,53.0,509
283541,475,0.7494736842105263,79.0,475
283721,475,0.8673684210526316,79.0,475
283723,284,0.6619718309859155,76.0,284
283753,465,0.832258064516129,79.0,465
290326,304,0.8388157894736842,324.0,195
290885,385,0.7428571428571429,22.0,319
290906,241,0.5767634854771784,323.0,156
29391,415,0.7373493975903614,18.0,322
29397,219,0.776255707762557,16.0,199
30174,576,0.8802083333333334,16.0,473
30298,1123,0.9385574354407836,86.0,1033
30325,809,0.7292954264524104,277.0,737
30329,781,0.7221510883482715,47.0,725
30332,653,0.663093415007657,277.0,603
30342,501,0.8702594810379242,18.0,439
30729,384,0.8177083333333334,12.0,298
30892,541,0.5304990757855823,6.0,539
3154,929,0.8966630785791173,103.0,540
3158,920,0.8032608695652174,103.0,538
318085,395,0.7037974683544304,42.0,395
31881,498,0.6967871485943775,76.0,492
32009,394,0.6573604060913706,58.0,389
321853,188,0.4627659574468085,293.0,188
32464,483,0.4803312629399586,62.0,482
32568,251,0.5976095617529881,240.0,195
33078,302,0.8543046357615894,95.0,189
334756,370,0.6810810810810811,47.0,360
334758,209,0.6794258373205742,47.0,196
334763,207,0.4106280193236715,47.0,195
334764,195,0.8564102564102564,47.0,181
334767,252,0.7261904761904762,47.0,217
334769,185,0.5081081081081081,47.0,168
334770,185,0.827027027027027,47.0,175
334771,190,0.9052631578947369,47.0,175
334772,202,0.6584158415841584,47.0,188
334775,196,0.8061224489795918,47.0,169
334776,190,0.8947368421052632,47.0,180
334778,188,0.7127659574468085,47.0,184
334779,204,0.9019607843137255,47.0,190
334780,186,0.8548387096774194,47.0,179
334781,188,0.7287234042553191,47.0,173
334782,196,0.8163265306122449,47.0,185
334784,191,0.7801047120418848,47.0,177
334785,185,0.8162162162162162,47.0,173
334789,194,0.8505154639175257,47.0,183
334793,187,0.8502673796791443,47.0,179
334796,187,0.6844919786096256,47.0,179
334799,186,0.4838709677419355,47.0,174
334803,192,0.84375,47.0,182
334813,253,0.9683794466403162,47.0,249
334814,285,0.9052631578947369,47.0,279
334882,278,0.8057553956834532,47.0,273
334916,256,0.9765625,47.0,254
335303,427,0.7564402810304449,278.0,409
335304,288,0.8229166666666666,278.0,271
335305,1039,0.8132820019249278,278.0,785
335306,334,0.8143712574850299,278.0,316
335307,298,0.9261744966442953,278.0,279
335308,255,0.7607843137254902,278.0,245
335309,286,0.7797202797202797,278.0,277
335310,365,0.7561643835616438,278.0,345
335311,293,0.7747440273037542,278.0,279
335312,413,0.8450363196125908,278.0,399
335313,250,0.82,278.0,234
335314,271,0.8118081180811808,278.0,253
335315,240,0.8916666666666667,278.0,237
335316,260,0.8615384615384616,278.0,255
335317,296,0.8547297297297297,278.0,279
335318,269,0.8104089219330854,278.0,256
335319,263,0.8897338403041825,278.0,259
335320,314,0.8535031847133758,278.0,297
335321,317,0.8517350157728707,278.0,303
335322,294,0.9319727891156463,278.0,283
335323,263,0.9125475285171103,278.0,255
335324,295,0.8576271186440678,278.0,277
335325,277,0.8808664259927798,278.0,266
335326,282,0.9113475177304965,278.0,277
335327,304,0.7730263157894737,278.0,288
335328,288,0.78125,278.0,271
335329,252,0.9087301587301587,278.0,243
335330,279,0.7813620071684588,278.0,266
335331,281,0.8576512455516014,278.0,276
335332,281,0.7864768683274022,278.0,266
335333,264,0.8409090909090909,278.0,258
335334,309,0.7993527508090615,278.0,289
335335,277,0.8736462093862816,278.0,266
335336,261,0.8888888888888888,278.0,251
335337,261,0.7816091954022989,278.0,246
335338,269,0.9219330855018587,278.0,257
335339,265,0.8037735849056604,278.0,252
335340,278,0.9100719424460432,278.0,268
335341,303,0.858085808580858,278.0,287
335342,260,0.8653846153846154,278.0,249
335343,282,0.7624113475177305,278.0,269
335344,266,0.9210526315789473,278.0,259
335345,270,0.7888888888888889,278.0,260
335346,286,0.8951048951048951,278.0,277
335347,244,0.8114754098360656,278.0,233
335348,267,0.8389513108614233,278.0,263
335349,275,0.7345454545454545,278.0,256
335350,273,0.8534798534798534,278.0,263
335351,290,0.8689655172413793,278.0,282
335352,271,0.8302583025830258,278.0,256
335353,269,0.9107806691449815,278.0,262
335354,268,0.7350746268656716,278.0,257
335355,252,0.8214285714285714,278.0,242
335356,326,0.7576687116564417,278.0,313
335357,262,0.8206106870229007,278.0,255
335358,275,0.8872727272727273,278.0,266
335359,305,0.7770491803278688,278.0,291
335360,264,0.8484848484848485,278.0,259
335361,278,0.7913669064748201,278.0,261
335362,285,0.8631578947368421,278.0,279
335363,277,0.9133574007220217,278.0,259
335364,280,0.8142857142857143,278.0,266
335365,294,0.8435374149659864,278.0,285
335366,305,0.8295081967213115,278.0,285
335367,246,0.8292682926829268,278.0,243
335368,271,0.8745387453874539,278.0,266
335369,279,0.7670250896057348,278.0,268
335370,279,0.8637992831541219,278.0,272
335371,276,0.8152173913043478,278.0,260
335372,294,0.935374149659864,278.0,283
335373,281,0.8220640569395018,278.0,261
335374,255,0.8745098039215686,278.0,249
335375,257,0.8171206225680934,278.0,246
335376,283,0.8692579505300353,278.0,278
335377,287,0.6968641114982579,278.0,274
335378,272,0.7352941176470589,278.0,258
335379,291,0.9106529209621993,278.0,281
335380,292,0.773972602739726,278.0,268
335381,287,0.8606271777003485,278.0,279
335382,283,0.8445229681978799,278.0,270
335383,250,0.9,278.0,244
335384,306,0.8137254901960784,278.0,294
335385,280,0.8607142857142858,278.0,268
335386,290,0.7517241379310344,278.0,272
335387,277,0.8592057761732852,278.0,269
335388,287,0.8536585365853658,278.0,273
335389,298,0.8691275167785235,278.0,292
335390,291,0.7731958762886598,278.0,277
335391,259,0.8532818532818532,278.0,254
335392,271,0.7306273062730627,278.0,258
335393,249,0.8473895582329317,278.0,242
335394,264,0.9053030303030303,278.0,260
335395,259,0.9111969111969112,278.0,252
335396,257,0.8521400778210116,278.0,250
335397,329,0.8936170212765957,278.0,326
335398,273,0.8388278388278388,278.0,268
335399,294,0.8129251700680272,278.0,289
335400,267,0.8951310861423221,278.0,264
335401,267,0.8913857677902621,278.0,255
335402,255,0.8745098039215686,278.0,251
335403,810,0.654320987654321,276.0,753
335404,1237,0.8253839935327405,276.0,945
335405,538,0.6747211895910781,276.0,498
335406,513,0.7309941520467836,276.0,480
335407,510,0.7254901960784313,276.0,473
335408,455,0.7846153846153846,276.0,430
335409,436,0.7339449541284404,276.0,411
335410,464,0.7564655172413793,276.0,443
