source,target,weight,edge_type,skill_key
102331,523576,1,same_skill,5.0
102331,524,1,same_skill,5.0
102331,524000,1,same_skill,5.0
102336,102338,50,sequence,
102336,109026,64,sequence,
102336,30892,1,same_skill,6.0
102336,40229,1,same_skill,6.0
102336,540810,1,same_skill,6.0
102336,615495,1,same_skill,6.0
102336,615500,1,same_skill,6.0
102336,708245,1,same_skill,6.0
102338,108894,73,sequence,
102338,115282,1,same_skill,106.0
102338,36474,1,same_skill,106.0
102338,36736,1,same_skill,106.0
102338,402944,1,same_skill,106.0
102338,984,1,same_skill,106.0
102338,998,1,same_skill,106.0
102338,999,1,same_skill,106.0
102345,102351,36,sequence,
102345,109039,35,sequence,
102345,109968,1,same_skill,18.0
102345,691175,1,same_skill,18.0
102345,73347,1,same_skill,18.0
102345,73373,1,same_skill,18.0
102345,73417,1,same_skill,18.0
102345,73421,1,same_skill,18.0
102345,73457,1,same_skill,18.0
102345,73465,1,same_skill,18.0
102346,108894,28,sequence,
102346,1144,44,sequence,
102346,187628,1,same_skill,278.0
102346,187636,1,same_skill,278.0
102346,187663,1,same_skill,278.0
102346,187676,1,same_skill,278.0
102346,187681,1,same_skill,278.0
102346,187686,1,same_skill,278.0
102346,187694,1,same_skill,278.0
102346,24171,1,same_skill,278.0
102348,143095,1,same_skill,79.0
102348,337559,1,same_skill,79.0
102348,36786,1,same_skill,79.0
102348,533496,1,same_skill,79.0
102348,533501,1,same_skill,79.0
102348,534314,1,same_skill,79.0
102348,75105,1,same_skill,79.0
102348,89341,1,same_skill,79.0
102349,249,1,same_skill,63.0
102349,340782,1,same_skill,63.0
102349,44946,1,same_skill,63.0
102349,468931,1,same_skill,63.0
102349,512847,1,same_skill,63.0
102349,519096,1,same_skill,63.0
102349,610994,1,same_skill,63.0
102349,84461,1,same_skill,63.0
102351,109037,26,sequence,
102351,109997,1,same_skill,90.0
102351,115357,1,same_skill,90.0
102351,14532,1,same_skill,90.0
102351,14805,1,same_skill,90.0
102351,330,1,same_skill,90.0
102351,365,1,same_skill,90.0
102351,39741,1,same_skill,90.0
102351,659945,1,same_skill,90.0
102352,109039,36,sequence,
102352,188125,1,same_skill,276.0
102352,188160,1,same_skill,276.0
102352,341625,1,same_skill,276.0
102352,341639,1,same_skill,276.0
102352,341645,1,same_skill,276.0
102352,341649,1,same_skill,276.0
102352,426816,1,same_skill,276.0
102352,523392,1,same_skill,276.0
102353,108895,24,sequence,
102353,109037,26,sequence,
102353,114598,1,same_skill,76.0
102353,28972,1,same_skill,76.0
102353,28973,1,same_skill,76.0
102353,403385,1,same_skill,76.0
102353,403452,1,same_skill,76.0
102353,403500,1,same_skill,76.0
102353,48078,1,same_skill,76.0
102353,60050,1,same_skill,76.0
102461,39066,1,same_skill,92.0
102461,90565,1,same_skill,92.0
102461,90571,1,same_skill,92.0
102461,90607,1,same_skill,92.0
102461,90662,1,same_skill,92.0
102461,91489,1,same_skill,92.0
102461,94063,1,same_skill,92.0
102461,94066,1,same_skill,92.0
102461,98874,21,sequence,
102471,102472,1,same_skill,99.0
102471,102473,1,same_skill,99.0
102471,29048,1,same_skill,99.0
102471,33669,1,same_skill,99.0
102471,4247,1,same_skill,99.0
102471,4898,1,same_skill,99.0
102472,102473,1,same_skill,99.0
102472,29048,1,same_skill,99.0
102472,33669,1,same_skill,99.0
102472,4247,1,same_skill,99.0
102472,4898,1,same_skill,99.0
102472,8112,1,same_skill,99.0
102472,8113,1,same_skill,99.0
102473,29048,1,same_skill,99.0
102473,4247,1,same_skill,99.0
102473,4898,1,same_skill,99.0
102473,8112,1,same_skill,99.0
102473,8113,1,same_skill,99.0
102473,8141,1,same_skill,99.0
102474,102477,33,sequence,
102474,102494,97,sequence,
102474,117,65,sequence,
102474,14841,1,same_skill,75.0
102474,185878,1,same_skill,75.0
102474,185879,1,same_skill,75.0
102474,185882,1,same_skill,75.0
102474,2209,1,same_skill,75.0
102474,4059,48,sequence,
102474,41,58,sequence,
102474,435859,1,same_skill,75.0
102474,482,51,sequence,
102474,583738,1,same_skill,75.0
102474,8857,125,sequence,
102474,894,51,sequence,
102474,8986,31,sequence,
102474,8994,75,sequence,
102474,8996,18,sequence,
102474,98874,63,sequence,
102477,13981,1,same_skill,75.0
102477,14930,1,same_skill,75.0
102477,401200,1,same_skill,75.0
102477,401207,1,same_skill,75.0
102477,401332,1,same_skill,75.0
102477,401339,1,same_skill,75.0
102477,526084,1,same_skill,75.0
102477,89594,1,same_skill,75.0
102481,115284,1,same_skill,106.0
102481,36483,1,same_skill,106.0
102494,109466,24,sequence,
102494,117,57,same_skill+sequence,75.0
102494,185882,1,same_skill,75.0
102494,348622,27,sequence,
102494,41,53,same_skill+sequence,75.0
102494,482,52,sequence,
102494,8857,35,sequence,
102494,894,63,same_skill+sequence,75.0
102494,89619,1,same_skill,75.0
102494,89632,1,same_skill,75.0
102494,89641,1,same_skill,75.0
102494,89646,1,same_skill,75.0
102495,219908,1,same_skill,75.0
102495,401187,1,same_skill,75.0
102495,401226,1,same_skill,75.0
102495,401304,1,same_skill,75.0
102495,401312,1,same_skill,75.0
102495,401313,1,same_skill,75.0
102495,401314,1,same_skill,75.0
102495,401333,1,same_skill,75.0
102496,102497,1,same_skill,75.0
102496,219668,1,same_skill,75.0
102496,219940,1,same_skill,75.0
102496,401194,1,same_skill,75.0
102496,401196,1,same_skill,75.0
102496,401219,1,same_skill,75.0
102496,401321,1,same_skill,75.0
102496,647869,1,same_skill,75.0
102497,401181,1,same_skill,75.0
102497,401196,1,same_skill,75.0
102497,401321,1,same_skill,75.0
102497,401336,1,same_skill,75.0
102497,401353,1,same_skill,75.0
102497,647869,1,same_skill,75.0
102497,647870,1,same_skill,75.0
102659,367367,1,same_skill,317.0
102659,367369,1,same_skill,317.0
102659,367380,1,same_skill,317.0
102659,367394,1,same_skill,317.0
102659,367418,1,same_skill,317.0
102659,367442,1,same_skill,317.0
102659,367444,1,same_skill,317.0
102659,514202,1,same_skill,317.0
102661,102662,1,same_skill,317.0
102661,117456,1,same_skill,317.0
102661,367295,1,same_skill,317.0
102661,367304,1,same_skill,317.0
102661,367310,1,same_skill,317.0
102661,367318,1,same_skill,317.0
102661,367321,1,same_skill,317.0
102661,367467,1,same_skill,317.0
102662,117456,1,same_skill,317.0
102662,367295,1,same_skill,317.0
102662,367297,1,same_skill,317.0
102662,367304,1,same_skill,317.0
102662,367310,1,same_skill,317.0
102662,367318,1,same_skill,317.0
102662,367467,1,same_skill,317.0
1028,234612,1,same_skill,276.0
1028,426930,1,same_skill,276.0
1028,426935,1,same_skill,276.0
1028,426937,1,same_skill,276.0
1028,426954,1,same_skill,276.0
1028,426959,1,same_skill,276.0
1028,426963,1,same_skill,276.0
1028,429410,1,same_skill,276.0
102883,13506,1,same_skill,166.0
102883,13629,1,same_skill,166.0
102883,14768,1,same_skill,166.0
102883,153390,1,same_skill,166.0
102883,153393,1,same_skill,166.0
102886,44633,1,same_skill,218.0
102886,44652,1,same_skill,218.0
102886,45390,1,same_skill,218.0
102886,45563,1,same_skill,218.0
1043,423285,1,same_skill,48.0
1043,528622,1,same_skill,48.0
1043,528623,1,same_skill,48.0
1043,529700,1,same_skill,48.0
1043,564964,1,same_skill,48.0
1043,564965,1,same_skill,48.0
1043,564966,1,same_skill,48.0
1043,566727,1,same_skill,48.0
10557,254115,1,same_skill,22.0
10557,254116,1,same_skill,22.0
10557,568742,1,same_skill,22.0
10557,568746,1,same_skill,22.0
10562,139930,1,same_skill,25.0
10562,139939,1,same_skill,25.0
10562,139948,1,same_skill,25.0
10562,139972,1,same_skill,25.0
10562,140024,1,same_skill,25.0
10562,208508,65,sequence,
10562,274466,59,sequence,
10562,498737,1,same_skill,25.0
10562,88901,1,same_skill,25.0
10562,89040,1,same_skill,25.0
10563,143049,1,same_skill,26.0
10563,203927,1,same_skill,26.0
10563,551839,1,same_skill,26.0
10563,661439,1,same_skill,26.0
10563,661450,1,same_skill,26.0
10563,661469,1,same_skill,26.0
10563,661481,1,same_skill,26.0
10563,661487,1,same_skill,26.0
1063,12353,1,same_skill,103.0
1063,30298,253,sequence,
1063,3154,1,same_skill,103.0
1063,3158,1,same_skill,103.0
1063,45453,1,same_skill,103.0
1063,569689,1,same_skill,103.0
1063,607345,1,same_skill,103.0
1063,707532,1,same_skill,103.0
1063,85895,250,sequence,
10714,253951,1,same_skill,22.0
10714,253959,1,same_skill,22.0
10714,253971,1,same_skill,22.0
10714,253972,1,same_skill,22.0
10714,254058,1,same_skill,22.0
10714,254064,1,same_skill,22.0
10714,254065,1,same_skill,22.0
10714,254070,1,same_skill,22.0
10715,453091,1,same_skill,26.0
10715,568755,1,same_skill,26.0
10715,661447,1,same_skill,26.0
10715,661477,1,same_skill,26.0
10715,661482,1,same_skill,26.0
10715,661488,1,same_skill,26.0
10715,661495,1,same_skill,26.0
10715,72,1,same_skill,26.0
10716,661440,1,same_skill,26.0
10716,661454,1,same_skill,26.0
10716,661458,1,same_skill,26.0
10716,661466,1,same_skill,26.0
10716,661473,1,same_skill,26.0
10716,661480,1,same_skill,26.0
10716,661483,1,same_skill,26.0
10716,661485,1,same_skill,26.0
107412,136291,1,same_skill,281.0
107412,209640,1,same_skill,281.0
107412,513692,1,same_skill,281.0
107412,513701,1,same_skill,281.0
107412,513703,1,same_skill,281.0
107412,513722,1,same_skill,281.0
107412,547313,1,same_skill,281.0
107412,577125,1,same_skill,281.0
107435,341263,1,same_skill,92.0
107435,341269,1,same_skill,92.0
107435,39067,1,same_skill,92.0
107435,642,1,same_skill,92.0
107435,94924,1,same_skill,92.0
107435,94930,1,same_skill,92.0
107435,94938,1,same_skill,92.0
107435,94953,1,same_skill,92.0
107436,107437,1,same_skill,92.0
107436,39088,1,same_skill,92.0
107436,633772,1,same_skill,92.0
107436,94915,1,same_skill,92.0
107436,94916,1,same_skill,92.0
107436,94925,1,same_skill,92.0
107436,94945,1,same_skill,92.0
107436,94950,1,same_skill,92.0
107437,641,1,same_skill,92.0
107437,94915,1,same_skill,92.0
107437,94916,1,same_skill,92.0
107437,94923,1,same_skill,92.0
107437,94925,1,same_skill,92.0
107437,94928,1,same_skill,92.0
107437,94945,1,same_skill,92.0
107438,341269,1,same_skill,92.0
107438,44627,1,same_skill,92.0
107438,633770,1,same_skill,92.0
107438,641,1,same_skill,92.0
107438,94923,1,same_skill,92.0
107438,94928,1,same_skill,92.0
107438,94929,1,same_skill,92.0
107438,94930,1,same_skill,92.0
107439,107440,1,same_skill,92.0
107439,341276,1,same_skill,92.0
107439,342430,1,same_skill,92.0
107439,342431,1,same_skill,92.0
107439,645,1,same_skill,92.0
107439,94918,1,same_skill,92.0
107439,94920,1,same_skill,92.0
107439,94934,1,same_skill,92.0
107440,107441,1,same_skill,92.0
107440,341245,1,same_skill,92.0
107440,342430,1,same_skill,92.0
107440,342431,1,same_skill,92.0
107440,644,1,same_skill,92.0
107440,94918,1,same_skill,92.0
107440,94940,1,same_skill,92.0
107441,341245,1,same_skill,92.0
107441,342430,1,same_skill,92.0
107441,342431,1,same_skill,92.0
107441,644,1,same_skill,92.0
107441,94918,1,same_skill,92.0
107441,94931,1,same_skill,92.0
107441,94940,1,same_skill,92.0
107653,119429,42,same_skill+sequence,222.0
107653,13298,1,same_skill,222.0
107653,13351,44,same_skill+sequence,222.0
107653,13467,1,same_skill,222.0
107653,13540,1,same_skill,222.0
107653,15847,1,same_skill,222.0
107653,37053,1,same_skill,222.0
107667,107668,43,sequence,
107667,107671,21,sequence,
107667,87835,1,same_skill,311.0
107667,87910,1,same_skill,311.0
107667,88294,41,sequence,
107667,88308,1,same_skill,311.0
107667,88318,1,same_skill,311.0
107667,88340,1,same_skill,311.0
107667,88349,1,same_skill,311.0
107667,88363,1,same_skill,311.0
107667,88391,1,same_skill,311.0
107668,107669,42,sequence,
107668,195710,1,same_skill,311.0
107668,432289,1,same_skill,311.0
107668,525759,1,same_skill,311.0
107668,525764,1,same_skill,311.0
107668,97708,1,same_skill,311.0
107668,97709,1,same_skill,311.0
107668,97720,1,same_skill,311.0
107668,97729,1,same_skill,311.0
107669,107670,44,same_skill+sequence,311.0
107669,107811,1,same_skill,311.0
107669,525759,1,same_skill,311.0
107669,525770,1,same_skill,311.0
107669,525772,1,same_skill,311.0
107669,97708,1,same_skill,311.0
107669,97722,1,same_skill,311.0
107669,97728,1,same_skill,311.0
107670,107811,1,same_skill,311.0
107670,525759,1,same_skill,311.0
107670,525772,1,same_skill,311.0
107670,97708,1,same_skill,311.0
107670,97709,1,same_skill,311.0
107670,97728,1,same_skill,311.0
107670,97729,1,same_skill,311.0
107671,107672,21,sequence,
107671,107677,1,same_skill,311.0
107671,107700,1,same_skill,311.0
107671,107814,1,same_skill,311.0
107671,107815,1,same_skill,311.0
107671,97532,1,same_skill,311.0
107671,97652,1,same_skill,311.0
107671,97653,1,same_skill,311.0
107671,97685,1,same_skill,311.0
107672,107673,22,sequence,
107672,107701,1,same_skill,311.0
107672,107755,1,same_skill,311.0
107672,107814,1,same_skill,311.0
107672,107815,1,same_skill,311.0
107672,107841,1,same_skill,311.0
107672,107842,1,same_skill,311.0
107672,97532,1,same_skill,311.0
107672,97681,1,same_skill,311.0
107673,107676,1,same_skill,311.0
107673,107702,1,same_skill,311.0
107673,107755,1,same_skill,311.0
107673,107756,1,same_skill,311.0
107673,107841,1,same_skill,311.0
107673,339579,1,same_skill,311.0
107673,609337,1,same_skill,311.0
107673,97661,1,same_skill,311.0
107674,107675,18,sequence,
107674,107767,1,same_skill,311.0
107674,107872,1,same_skill,311.0
107674,81115,1,same_skill,311.0
107674,87508,1,same_skill,311.0
107674,87602,1,same_skill,311.0
107674,87718,1,same_skill,311.0
107674,87923,1,same_skill,311.0
107674,88031,1,same_skill,311.0
107675,107676,19,sequence,
107675,107754,1,same_skill,311.0
107675,107843,1,same_skill,311.0
107675,515150,1,same_skill,311.0
107675,515151,1,same_skill,311.0
107675,515167,1,same_skill,311.0
107675,515183,1,same_skill,311.0
107675,532709,1,same_skill,311.0
107675,97654,1,same_skill,311.0
107676,107677,22,sequence,
107676,107702,1,same_skill,311.0
107676,107755,1,same_skill,311.0
107676,107756,1,same_skill,311.0
107676,339579,1,same_skill,311.0
107676,609337,1,same_skill,311.0
107676,97661,1,same_skill,311.0
107676,97682,1,same_skill,311.0
107677,107700,1,same_skill,311.0
107677,107814,1,same_skill,311.0
107677,107815,1,same_skill,311.0
107677,97652,1,same_skill,311.0
107677,97653,1,same_skill,311.0
107677,97684,1,same_skill,311.0
107677,97685,1,same_skill,311.0
107678,107679,1,same_skill,311.0
107678,339581,1,same_skill,311.0
107678,609301,1,same_skill,311.0
107678,609304,1,same_skill,311.0
107678,97612,1,same_skill,311.0
107678,97666,1,same_skill,311.0
107678,97673,1,same_skill,311.0
107678,97674,1,same_skill,311.0
107679,339581,1,same_skill,311.0
107679,528716,1,same_skill,311.0
107679,609301,1,same_skill,311.0
107679,97612,1,same_skill,311.0
107679,97666,1,same_skill,311.0
107679,97673,1,same_skill,311.0
107679,97674,1,same_skill,311.0
107680,107685,1,same_skill,311.0
107680,107686,1,same_skill,311.0
107680,107687,1,same_skill,311.0
107680,107764,1,same_skill,311.0
107680,525540,1,same_skill,311.0
107680,525803,1,same_skill,311.0
107680,525842,1,same_skill,311.0
107680,525844,1,same_skill,311.0
107681,107682,28,sequence,
107681,107774,18,sequence,
107681,107802,18,sequence,
107681,107830,17,sequence,
107681,87616,1,same_skill,311.0
107681,87738,1,same_skill,311.0
107681,87740,1,same_skill,311.0
107681,87742,1,same_skill,311.0
107681,87791,1,same_skill,311.0
107681,87866,1,same_skill,311.0
107681,87913,1,same_skill,311.0
107681,88330,1,same_skill,311.0
107682,107683,28,sequence,
107682,107762,1,same_skill,311.0
107682,525638,1,same_skill,311.0
107682,533056,1,same_skill,311.0
107682,97544,1,same_skill,311.0
107682,97596,1,same_skill,311.0
107682,97598,1,same_skill,311.0
107682,97600,1,same_skill,311.0
107682,97746,1,same_skill,311.0
107683,107684,29,sequence,
107683,107705,1,same_skill,311.0
107683,107706,1,same_skill,311.0
107683,525095,1,same_skill,311.0
107683,97586,1,same_skill,311.0
107683,97597,1,same_skill,311.0
107683,97601,1,same_skill,311.0
107683,97609,1,same_skill,311.0
107683,97756,1,same_skill,311.0
107684,107866,1,same_skill,311.0
107684,525513,1,same_skill,311.0
107684,525532,1,same_skill,311.0
107684,525640,1,same_skill,311.0
107684,533021,1,same_skill,311.0
107684,97538,1,same_skill,311.0
107684,97558,1,same_skill,311.0
107684,97744,1,same_skill,311.0
107685,107686,1,same_skill,311.0
107685,107827,1,same_skill,311.0
107685,525803,1,same_skill,311.0
107685,525807,1,same_skill,311.0
107685,525842,1,same_skill,311.0
107685,525844,1,same_skill,311.0
107685,525845,1,same_skill,311.0
107686,107827,1,same_skill,311.0
107686,525803,1,same_skill,311.0
107686,525807,1,same_skill,311.0
107686,525842,1,same_skill,311.0
107686,525845,1,same_skill,311.0
107686,650146,1,same_skill,311.0
107687,107764,1,same_skill,311.0
107687,525540,1,same_skill,311.0
107687,525803,1,same_skill,311.0
107687,525842,1,same_skill,311.0
107687,525844,1,same_skill,311.0
107687,609246,1,same_skill,311.0
107687,609294,1,same_skill,311.0
107689,107690,25,sequence,
107689,107731,1,same_skill,311.0
107689,107816,17,sequence,
107689,87526,1,same_skill,311.0
107689,87613,1,same_skill,311.0
107689,87920,1,same_skill,311.0
107689,87936,1,same_skill,311.0
107689,94584,1,same_skill,311.0
107689,94585,1,same_skill,311.0
107689,94589,1,same_skill,311.0
107690,107691,24,same_skill+sequence,311.0
107690,107777,1,same_skill,311.0
107690,107813,1,same_skill,311.0
107690,525119,1,same_skill,311.0
107690,97610,1,same_skill,311.0
107690,97657,1,same_skill,311.0
107690,97688,1,same_skill,311.0
107690,97689,1,same_skill,311.0
107691,107692,26,sequence,
107691,107775,1,same_skill,311.0
107691,107813,1,same_skill,311.0
107691,525119,1,same_skill,311.0
107691,97610,1,same_skill,311.0
107691,97657,1,same_skill,311.0
107691,97688,1,same_skill,311.0
107691,97689,1,same_skill,311.0
107692,107734,1,same_skill,311.0
107692,107790,1,same_skill,311.0
107692,107791,1,same_skill,311.0
107692,525113,1,same_skill,311.0
107692,525511,1,same_skill,311.0
107692,525516,1,same_skill,311.0
107692,97656,1,same_skill,311.0
107692,97690,1,same_skill,311.0
107693,107694,1,same_skill,311.0
107693,107737,1,same_skill,311.0
107693,339628,1,same_skill,311.0
107693,339676,1,same_skill,311.0
107693,533029,1,same_skill,311.0
107693,609284,1,same_skill,311.0
107693,609329,1,same_skill,311.0
107693,97628,1,same_skill,311.0
107694,107695,1,same_skill,311.0
107694,107737,1,same_skill,311.0
107694,339676,1,same_skill,311.0
107694,533029,1,same_skill,311.0
107694,563475,1,same_skill,311.0
107694,609289,1,same_skill,311.0
107694,609329,1,same_skill,311.0
107695,107737,1,same_skill,311.0
107695,339650,1,same_skill,311.0
107695,339653,1,same_skill,311.0
107695,339676,1,same_skill,311.0
107695,533029,1,same_skill,311.0
107695,563475,1,same_skill,311.0
107695,609289,1,same_skill,311.0
107696,107697,47,sequence,
107696,107700,22,sequence,
107696,107703,1,same_skill,311.0
107696,107830,1,same_skill,311.0
107696,87507,1,same_skill,311.0
107696,87527,1,same_skill,311.0
107696,87916,1,same_skill,311.0
107696,88041,1,same_skill,311.0
107696,88091,1,same_skill,311.0
107696,88092,1,same_skill,311.0
107697,107698,48,sequence,
107697,432247,1,same_skill,311.0
107697,432789,1,same_skill,311.0
107697,433385,1,same_skill,311.0
107697,433408,1,same_skill,311.0
107697,532988,1,same_skill,311.0
107697,94698,1,same_skill,311.0
107697,94725,1,same_skill,311.0
107697,94730,1,same_skill,311.0
107698,107699,51,sequence,
107698,432245,1,same_skill,311.0
107698,534725,1,same_skill,311.0
107698,534726,1,same_skill,311.0
107698,534727,1,same_skill,311.0
107698,534733,1,same_skill,311.0
107698,94711,1,same_skill,311.0
107698,97704,1,same_skill,311.0
107698,97705,1,same_skill,311.0
107699,432246,1,same_skill,311.0
107699,432247,1,same_skill,311.0
107699,433412,1,same_skill,311.0
107699,433418,1,same_skill,311.0
107699,534723,1,same_skill,311.0
107699,534724,1,same_skill,311.0
107699,534732,1,same_skill,311.0
107699,94677,1,same_skill,311.0
107700,107701,22,sequence,
107700,609347,1,same_skill,311.0
107700,97602,1,same_skill,311.0
107700,97653,1,same_skill,311.0
107700,97684,1,same_skill,311.0
107700,97685,1,same_skill,311.0
107700,97686,1,same_skill,311.0
107701,107702,22,sequence,
107701,107814,1,same_skill,311.0
107701,107815,1,same_skill,311.0
107701,107841,1,same_skill,311.0
107701,107842,1,same_skill,311.0
107701,97532,1,same_skill,311.0
107701,97652,1,same_skill,311.0
107701,97681,1,same_skill,311.0
107702,339579,1,same_skill,311.0
107702,609319,1,same_skill,311.0
107702,97661,1,same_skill,311.0
107702,97662,1,same_skill,311.0
107702,97669,1,same_skill,311.0
107702,97682,1,same_skill,311.0
107703,107704,25,sequence,
107703,107830,1,same_skill,311.0
107703,87527,1,same_skill,311.0
107703,87916,1,same_skill,311.0
107703,87927,1,same_skill,311.0
107703,88041,1,same_skill,311.0
107703,88091,1,same_skill,311.0
107703,88092,1,same_skill,311.0
107704,107705,28,sequence,
107704,107711,1,same_skill,311.0
107704,107784,1,same_skill,311.0
107704,435710,1,same_skill,311.0
107704,525096,1,same_skill,311.0
107704,525510,1,same_skill,311.0
107704,97545,1,same_skill,311.0
107704,97557,1,same_skill,311.0
107704,97568,1,same_skill,311.0
107705,107706,30,same_skill+sequence,311.0
107705,107741,1,same_skill,311.0
107705,525095,1,same_skill,311.0
107705,97546,1,same_skill,311.0
107705,97586,1,same_skill,311.0
107705,97592,1,same_skill,311.0
