source,target,weight,edge_type,skill_key
107667,88340,1,same_skill,311.0
107667,88363,1,same_skill,311.0
107667,88391,1,same_skill,311.0
107674,107681,14,sequence,
107674,107689,10,sequence,
107674,107703,14,sequence,
107674,107710,13,sequence,
107674,107717,11,sequence,
107674,107724,12,sequence,
107674,107731,14,sequence,
107674,107738,11,sequence,
107674,107745,16,sequence,
107674,107753,17,sequence,
107674,107767,16,same_skill+sequence,311.0
107674,107774,11,sequence,
107674,107781,13,sequence,
107674,107788,11,sequence,
107674,107795,13,sequence,
107674,107802,12,sequence,
107674,107809,10,sequence,
107674,107823,15,sequence,
107674,107837,14,sequence,
107674,107844,15,same_skill+sequence,311.0
107674,107851,19,sequence,
107674,107858,10,sequence,
107674,107872,15,same_skill+sequence,311.0
107674,81115,1,same_skill,311.0
107674,87508,1,same_skill,311.0
107674,87542,1,same_skill,311.0
107674,87923,1,same_skill,311.0
107674,88031,1,same_skill,311.0
107681,107696,18,sequence,
107681,107703,10,sequence,
107681,107710,10,sequence,
107681,107717,14,sequence,
107681,107724,10,sequence,
107681,107731,15,sequence,
107681,107738,12,sequence,
107681,107745,12,sequence,
107681,107753,11,sequence,
107681,107760,19,sequence,
107681,107774,20,sequence,
107681,107781,17,sequence,
107681,107788,10,sequence,
107681,107795,18,sequence,
107681,107802,21,sequence,
107681,107809,11,sequence,
107681,107816,21,sequence,
107681,107823,12,sequence,
107681,107830,21,sequence,
107681,107837,17,sequence,
107681,107844,12,sequence,
107681,107851,16,sequence,
107681,107858,16,sequence,
107681,107865,19,sequence,
107681,107872,11,sequence,
107681,87740,1,same_skill,311.0
107681,87742,1,same_skill,311.0
107681,87764,1,same_skill,311.0
107681,87791,1,same_skill,311.0
107681,87866,1,same_skill,311.0
107681,87913,1,same_skill,311.0
107681,88330,1,same_skill,311.0
107681,88345,1,same_skill,311.0
107689,107703,10,sequence,
107689,107710,11,sequence,
107689,107724,14,sequence,
107689,107731,1,same_skill,311.0
107689,107738,12,sequence,
107689,107745,15,sequence,
107689,107753,14,same_skill+sequence,311.0
107689,107767,10,sequence,
107689,107774,15,sequence,
107689,107781,12,sequence,
107689,107795,13,sequence,
107689,107802,11,sequence,
107689,107816,22,sequence,
107689,107823,16,sequence,
107689,107830,10,sequence,
107689,107837,13,sequence,
107689,107844,10,sequence,
107689,107851,11,sequence,
107689,107858,11,sequence,
107689,107865,17,sequence,
107689,107872,12,sequence,
107689,87572,1,same_skill,311.0
107689,87613,1,same_skill,311.0
107689,87920,1,same_skill,311.0
107689,87936,1,same_skill,311.0
107689,94584,1,same_skill,311.0
107689,94589,1,same_skill,311.0
107696,107703,1,same_skill,311.0
107696,107710,11,sequence,
107696,107717,18,sequence,
107696,107724,14,sequence,
107696,107738,14,sequence,
107696,107745,14,sequence,
107696,107767,15,sequence,
107696,107774,12,sequence,
107696,107788,19,sequence,
107696,107795,15,sequence,
107696,107802,11,sequence,
107696,107816,12,sequence,
107696,107830,11,same_skill+sequence,311.0
107696,107844,14,sequence,
107696,107851,12,sequence,
107696,107858,12,sequence,
107696,107865,15,sequence,
107696,87507,1,same_skill,311.0
107696,87527,1,same_skill,311.0
107696,87916,1,same_skill,311.0
107696,88041,1,same_skill,311.0
107696,88091,1,same_skill,311.0
107696,88092,1,same_skill,311.0
107703,107710,12,sequence,
107703,107731,15,sequence,
107703,107738,16,sequence,
107703,107745,13,sequence,
107703,107760,15,sequence,
107703,107774,15,sequence,
107703,107781,13,sequence,
107703,107788,12,sequence,
107703,107795,14,sequence,
107703,107802,17,sequence,
107703,107809,15,sequence,
107703,107823,16,sequence,
107703,107830,1,same_skill,311.0
107703,107851,14,sequence,
107703,107858,14,sequence,
107703,107865,10,sequence,
107703,107872,10,sequence,
107703,87527,1,same_skill,311.0
107703,87916,1,same_skill,311.0
107703,87927,1,same_skill,311.0
107703,88041,1,same_skill,311.0
107703,88091,1,same_skill,311.0
107703,88092,1,same_skill,311.0
107710,107717,16,sequence,
107710,107731,11,sequence,
107710,107745,15,sequence,
107710,107753,10,sequence,
107710,107767,17,same_skill+sequence,311.0
107710,107781,12,sequence,
107710,107788,12,sequence,
107710,107795,12,sequence,
107710,107802,11,sequence,
107710,107809,12,sequence,
107710,107816,13,sequence,
107710,107823,14,sequence,
107710,107830,12,sequence,
107710,107837,13,same_skill+sequence,311.0
107710,107851,1,same_skill,311.0
107710,107858,15,sequence,
107710,107865,16,sequence,
107710,107872,1,same_skill,311.0
107710,87508,1,same_skill,311.0
107710,87602,1,same_skill,311.0
107710,87718,1,same_skill,311.0
107710,88031,1,same_skill,311.0
107717,107731,11,sequence,
107717,107738,14,sequence,
107717,107745,13,sequence,
107717,107753,15,sequence,
107717,107760,14,sequence,
107717,107767,12,sequence,
107717,107774,12,sequence,
107717,107781,15,sequence,
107717,107788,1,same_skill,311.0
107717,107795,15,sequence,
107717,107802,12,sequence,
107717,107809,14,sequence,
107717,107816,11,same_skill+sequence,311.0
107717,107823,14,same_skill+sequence,311.0
107717,107837,18,sequence,
107717,107844,11,sequence,
107717,107851,1,same_skill,311.0
107717,107858,10,sequence,
107717,107865,12,sequence,
107717,107872,13,sequence,
107717,87503,1,same_skill,311.0
107717,87543,1,same_skill,311.0
107717,87631,1,same_skill,311.0
107717,87718,1,same_skill,311.0
107724,107731,11,sequence,
107724,107738,19,sequence,
107724,107753,10,sequence,
107724,107767,14,sequence,
107724,107781,16,sequence,
107724,107795,13,sequence,
107724,107802,19,sequence,
107724,107830,12,sequence,
107724,107837,15,sequence,
107724,107844,12,sequence,
107724,107851,10,sequence,
107724,107858,15,sequence,
107724,107865,11,sequence,
107724,87605,1,same_skill,311.0
107724,87915,1,same_skill,311.0
107724,87960,1,same_skill,311.0
107724,88017,1,same_skill,311.0
107724,88093,1,same_skill,311.0
107724,88114,1,same_skill,311.0
107724,88126,1,same_skill,311.0
107724,94591,1,same_skill,311.0
107731,107738,18,sequence,
107731,107745,12,sequence,
107731,107753,14,sequence,
107731,107760,14,sequence,
107731,107767,12,sequence,
107731,107774,17,sequence,
107731,107781,12,sequence,
107731,107788,15,sequence,
107731,107795,1,same_skill,311.0
107731,107802,12,sequence,
107731,107809,10,sequence,
107731,107816,11,sequence,
107731,107823,12,sequence,
107731,107830,12,sequence,
107731,107837,15,sequence,
107731,107844,14,sequence,
107731,107851,12,sequence,
107731,107858,15,sequence,
107731,107865,18,sequence,
107731,87526,1,same_skill,311.0
107731,87572,1,same_skill,311.0
107731,87618,1,same_skill,311.0
107731,87920,1,same_skill,311.0
107731,87936,1,same_skill,311.0
107731,94589,1,same_skill,311.0
107738,107745,15,sequence,
107738,107753,10,sequence,
107738,107760,1,same_skill,311.0
107738,107781,18,same_skill+sequence,311.0
107738,107788,15,sequence,
107738,107795,12,sequence,
107738,107802,18,sequence,
107738,107809,15,sequence,
107738,107816,12,sequence,
107738,107823,14,sequence,
107738,107830,13,sequence,
107738,107837,13,sequence,
107738,107851,13,sequence,
107738,107858,16,same_skill+sequence,311.0
107738,107865,15,sequence,
107738,107872,14,sequence,
107738,87580,1,same_skill,311.0
107738,87620,1,same_skill,311.0
107738,87621,1,same_skill,311.0
107738,87919,1,same_skill,311.0
107738,88096,1,same_skill,311.0
107745,107760,14,sequence,
107745,107767,17,sequence,
107745,107774,16,sequence,
107745,107781,17,sequence,
107745,107788,15,sequence,
107745,107795,13,sequence,
107745,107802,14,sequence,
107745,107809,13,sequence,
107745,107816,12,sequence,
107745,107823,14,sequence,
107745,107830,13,sequence,
107745,107837,13,sequence,
107745,107844,10,sequence,
107745,107851,16,sequence,
107745,107858,15,sequence,
107745,107865,15,sequence,
107745,107872,10,sequence,
107745,87551,1,same_skill,311.0
107745,87606,1,same_skill,311.0
107745,87608,1,same_skill,311.0
107745,87621,1,same_skill,311.0
107745,87625,1,same_skill,311.0
107745,87763,1,same_skill,311.0
107745,87803,1,same_skill,311.0
107745,87840,1,same_skill,311.0
107753,107760,15,sequence,
107753,107767,10,sequence,
107753,107774,10,sequence,
107753,107781,12,sequence,
107753,107788,13,sequence,
107753,107802,12,sequence,
107753,107809,1,same_skill,311.0
107753,107816,13,sequence,
107753,107823,12,sequence,
107753,107830,12,sequence,
107753,107844,15,sequence,
107753,107851,12,sequence,
107753,107858,15,sequence,
107753,107865,15,sequence,
107753,107872,19,sequence,
107753,87507,1,same_skill,311.0
107753,87576,1,same_skill,311.0
107753,87613,1,same_skill,311.0
107753,87920,1,same_skill,311.0
107753,94584,1,same_skill,311.0
107753,94585,1,same_skill,311.0
107760,107767,11,sequence,
107760,107774,16,sequence,
107760,107781,11,sequence,
107760,107788,11,sequence,
107760,107795,11,sequence,
107760,107809,13,sequence,
107760,107816,15,sequence,
107760,107823,21,sequence,
107760,107830,13,sequence,
107760,107844,14,sequence,
107760,107851,16,sequence,
107760,107858,1,same_skill,311.0
107760,107865,11,sequence,
107760,107872,20,sequence,
107760,87511,1,same_skill,311.0
107760,87580,1,same_skill,311.0
107760,87581,1,same_skill,311.0
107760,87620,1,same_skill,311.0
107760,87622,1,same_skill,311.0
107760,87919,1,same_skill,311.0
107767,107781,13,sequence,
107767,107788,10,sequence,
107767,107795,12,sequence,
107767,107802,12,sequence,
107767,107809,10,sequence,
107767,107816,14,sequence,
107767,107830,13,sequence,
107767,107837,15,same_skill+sequence,311.0
107767,107844,16,sequence,
107767,107851,12,sequence,
107767,107858,11,sequence,
107767,107872,1,same_skill,311.0
107767,87508,1,same_skill,311.0
107767,87602,1,same_skill,311.0
107767,87718,1,same_skill,311.0
107767,88031,1,same_skill,311.0
107774,107781,14,sequence,
107774,107788,15,sequence,
107774,107795,13,same_skill+sequence,311.0
107774,107802,16,sequence,
107774,107809,13,sequence,
107774,107816,13,sequence,
107774,107823,12,sequence,
107774,107830,18,sequence,
107774,107837,13,sequence,
107774,107844,1,same_skill,311.0
107774,107851,12,sequence,
107774,107858,12,sequence,
107774,107865,10,sequence,
107774,107872,11,sequence,
107774,81115,1,same_skill,311.0
107774,87526,1,same_skill,311.0
107774,87528,1,same_skill,311.0
107774,87572,1,same_skill,311.0
107774,87618,1,same_skill,311.0
107774,87923,1,same_skill,311.0
107781,107788,12,sequence,
107781,107795,16,sequence,
107781,107802,14,sequence,
107781,107809,12,sequence,
107781,107816,18,sequence,
107781,107823,13,sequence,
107781,107837,12,sequence,
107781,107844,11,sequence,
107781,107851,16,sequence,
107781,107858,14,same_skill+sequence,311.0
107781,107872,12,sequence,
107781,87551,1,same_skill,311.0
107781,87621,1,same_skill,311.0
107781,87625,1,same_skill,311.0
107781,87763,1,same_skill,311.0
107781,87919,1,same_skill,311.0
107781,88096,1,same_skill,311.0
107788,107795,14,sequence,
107788,107802,15,sequence,
107788,107809,13,sequence,
107788,107816,1,same_skill,311.0
107788,107823,1,same_skill,311.0
107788,107830,11,sequence,
107788,107837,20,sequence,
107788,107844,12,sequence,
107788,107851,21,same_skill+sequence,311.0
107788,107858,10,sequence,
107788,107865,14,sequence,
107788,107872,19,sequence,
107788,87503,1,same_skill,311.0
107788,87543,1,same_skill,311.0
107788,87611,1,same_skill,311.0
107788,87631,1,same_skill,311.0
107795,107802,19,sequence,
107795,107809,14,sequence,
107795,107816,10,sequence,
107795,107837,10,sequence,
107795,107844,11,same_skill+sequence,311.0
107795,107858,17,sequence,
107795,107872,18,sequence,
107795,87526,1,same_skill,311.0
107795,87528,1,same_skill,311.0
107795,87572,1,same_skill,311.0
107795,87618,1,same_skill,311.0
107795,94589,1,same_skill,311.0
107802,107809,16,sequence,
107802,107816,12,sequence,
107802,107837,13,sequence,
107802,107851,16,sequence,
107802,107858,23,sequence,
107802,107865,15,sequence,
107802,107872,17,sequence,
107802,87612,1,same_skill,311.0
107802,87614,1,same_skill,311.0
107802,87737,1,same_skill,311.0
107802,87765,1,same_skill,311.0
107802,87769,1,same_skill,311.0
107802,87808,1,same_skill,311.0
107802,88181,1,same_skill,311.0
107802,88183,1,same_skill,311.0
107809,107844,12,sequence,
107809,107858,17,sequence,
107809,107865,10,sequence,
107809,87507,1,same_skill,311.0
107809,87576,1,same_skill,311.0
107809,87613,1,same_skill,311.0
107809,87920,1,same_skill,311.0
107809,88092,1,same_skill,311.0
107809,94584,1,same_skill,311.0
107809,94585,1,same_skill,311.0
107816,107823,14,sequence,
107816,107830,12,sequence,
107816,107837,20,sequence,
107816,107844,14,sequence,
107816,107851,10,sequence,
107816,107858,11,sequence,
107816,107865,1,same_skill,311.0
107816,107872,13,sequence,
107816,87543,1,same_skill,311.0
107816,87577,1,same_skill,311.0
107816,87611,1,same_skill,311.0
107816,87624,1,same_skill,311.0
107816,87631,1,same_skill,311.0
107823,107830,15,sequence,
107823,107837,16,sequence,
107823,107844,16,sequence,
107823,107851,11,same_skill+sequence,311.0
107823,107858,11,sequence,
107823,107872,15,sequence,
107823,87503,1,same_skill,311.0
107823,87543,1,same_skill,311.0
107823,87602,1,same_skill,311.0
107823,87631,1,same_skill,311.0
107823,87718,1,same_skill,311.0
107830,107837,14,sequence,
107830,107851,12,sequence,
107830,107865,10,sequence,
107830,107872,10,sequence,
107830,87507,1,same_skill,311.0
107830,87576,1,same_skill,311.0
107830,87916,1,same_skill,311.0
107830,88091,1,same_skill,311.0
107830,88092,1,same_skill,311.0
107830,94585,1,same_skill,311.0
107837,107851,1,same_skill,311.0
107837,107858,13,sequence,
107837,107865,10,sequence,
107837,107872,12,sequence,
107837,87503,1,same_skill,311.0
107837,87508,1,same_skill,311.0
107837,87602,1,same_skill,311.0
107837,87718,1,same_skill,311.0
107837,88031,1,same_skill,311.0
107844,107851,17,sequence,
107844,107865,24,sequence,
107844,107872,14,sequence,
107844,81115,1,same_skill,311.0
107844,87528,1,same_skill,311.0
107844,87542,1,same_skill,311.0
107844,87618,1,same_skill,311.0
107844,87923,1,same_skill,311.0
107851,107858,14,sequence,
107851,107865,13,sequence,
107851,107872,13,sequence,
107851,87503,1,same_skill,311.0
107851,87602,1,same_skill,311.0
107851,87718,1,same_skill,311.0
107858,107865,12,sequence,
107858,107872,13,sequence,
107858,87580,1,same_skill,311.0
107858,87620,1,same_skill,311.0
107858,87622,1,same_skill,311.0
107858,87919,1,same_skill,311.0
107858,88096,1,same_skill,311.0
107865,87543,1,same_skill,311.0
107865,87577,1,same_skill,311.0
107865,87578,1,same_skill,311.0
107865,87579,1,same_skill,311.0
107865,87611,1,same_skill,311.0
107865,87624,1,same_skill,311.0
107865,87631,1,same_skill,311.0
107872,81115,1,same_skill,311.0
107872,87508,1,same_skill,311.0
107872,87542,1,same_skill,311.0
107872,87923,1,same_skill,311.0
107872,88031,1,same_skill,311.0
107885,107900,1,same_skill,312.0
107885,107905,1,same_skill,312.0
107885,107910,10,sequence,
107885,107985,11,sequence,
107885,108000,11,sequence,
107885,108010,1,same_skill,312.0
107885,108112,1,same_skill,312.0
107885,108222,12,sequence,
107885,108237,11,sequence,
107885,108248,12,sequence,
107885,108258,1,same_skill,312.0
107885,108293,11,sequence,
107885,163346,1,same_skill,312.0
107885,335405,10,sequence,
107885,408546,1,same_skill,312.0
107885,50986,10,sequence,
107885,81116,1,same_skill,312.0
107885,87474,16,sequence,
107885,88499,12,sequence,
107885,89667,11,sequence,
107890,107985,11,sequence,
107890,107990,1,same_skill,312.0
107890,108000,12,same_skill+sequence,312.0
107890,108062,1,same_skill,312.0
107890,108127,1,same_skill,312.0
107890,108237,16,sequence,
107890,108263,11,sequence,
107890,108278,1,same_skill,312.0
107890,108283,1,same_skill,312.0
107890,163498,1,same_skill,312.0
107890,163501,1,same_skill,312.0
107895,107910,1,same_skill,312.0
107895,108000,13,sequence,
107895,108010,10,sequence,
107895,108042,1,same_skill,312.0
107895,108057,1,same_skill,312.0
107895,108077,1,same_skill,312.0
107895,108112,12,sequence,
107895,108142,16,sequence,
107895,108217,1,same_skill,312.0
107895,108222,11,same_skill+sequence,312.0
107895,108237,10,sequence,
107895,108253,12,same_skill+sequence,312.0
107895,108268,10,sequence,
107895,163501,1,same_skill,312.0
107900,107925,1,same_skill,312.0
107900,107985,12,sequence,
107900,108010,1,same_skill,312.0
107900,108057,10,sequence,
107900,108062,11,sequence,
107900,108077,10,sequence,
107900,108112,1,same_skill,312.0
107900,108212,1,same_skill,312.0
107900,108232,12,sequence,
107900,108258,1,same_skill,312.0
107900,108273,11,sequence,
107900,108278,11,sequence,
107900,163477,1,same_skill,312.0
107900,81116,1,same_skill,312.0
107905,108062,10,sequence,
107905,108127,12,sequence,
107905,108142,11,sequence,
107905,108222,12,sequence,
107905,108248,13,sequence,
107905,108253,11,sequence,
107905,108273,14,sequence,
107905,163346,25,same_skill+sequence,312.0
107905,163460,1,same_skill,312.0
107905,335305,19,sequence,
107905,335404,18,sequence,
107905,403733,20,sequence,
107905,408546,1,same_skill,312.0
107905,408750,13,sequence,
107905,409181,15,sequence,
107905,409613,16,sequence,
107905,50985,13,sequence,
107905,53833,13,sequence,
107905,53987,21,sequence,
107905,54340,20,sequence,
107905,81116,1,same_skill,312.0
107905,84889,17,sequence,
107905,87024,13,sequence,
107905,87025,23,sequence,
107905,87473,10,sequence,
107905,88292,18,sequence,
107905,88498,16,sequence,
107905,94843,12,sequence,
107905,97547,20,sequence,
107910,107925,15,sequence,
107910,108042,12,same_skill+sequence,312.0
107910,108057,1,same_skill,312.0
107910,108112,10,sequence,
107910,108127,13,same_skill+sequence,312.0
107910,108142,12,sequence,
107910,108217,1,same_skill,312.0
107910,108222,1,same_skill,312.0
107910,108253,1,same_skill,312.0
107910,108258,11,sequence,
107910,108278,12,sequence,
107910,108283,13,sequence,
107910,163501,1,same_skill,312.0
107925,107985,10,sequence,
107925,108010,1,same_skill,312.0
107925,108057,10,sequence,
107925,108062,10,sequence,
107925,108112,1,same_skill,312.0
107925,108212,11,same_skill+sequence,312.0
107925,108237,1,same_skill,312.0
107925,108253,11,sequence,
107925,108258,1,same_skill,312.0
107925,108263,11,sequence,
107925,108268,11,same_skill+sequence,312.0
107925,108283,14,sequence,
107925,108288,12,sequence,
107925,163477,1,same_skill,312.0
107985,108000,11,sequence,
107985,108077,13,sequence,
107985,108142,1,same_skill,312.0
107985,108253,10,sequence,
107985,108263,1,same_skill,312.0
107985,108273,1,same_skill,312.0
107985,108283,13,sequence,
107985,108288,1,same_skill,312.0
107985,163484,1,same_skill,312.0
107990,108000,1,same_skill,312.0
107990,108062,11,same_skill+sequence,312.0
107990,108112,11,sequence,
107990,108127,1,same_skill,312.0
107990,108212,13,sequence,
107990,108237,1,same_skill,312.0
107990,108258,12,sequence,
107990,108273,14,sequence,
107990,108278,1,same_skill,312.0
107990,108283,11,same_skill+sequence,312.0
107990,163498,1,same_skill,312.0
108000,108057,1,same_skill,312.0
108000,108062,1,same_skill,312.0
108000,108127,1,same_skill,312.0
108000,108142,10,sequence,
108000,108212,11,sequence,
108000,108237,12,sequence,
108000,108258,10,sequence,
108000,108263,13,sequence,
108000,108268,10,sequence,
108000,108278,13,sequence,
108000,108283,1,same_skill,312.0
108000,163498,1,same_skill,312.0
108000,163501,1,same_skill,312.0
108010,108062,10,sequence,
108010,108072,10,sequence,
108010,108112,12,same_skill+sequence,312.0
108010,108127,13,sequence,
108010,108212,1,same_skill,312.0
108010,108217,10,sequence,
108010,108253,11,sequence,
108010,108258,1,same_skill,312.0
108010,108268,13,sequence,
108010,108273,13,sequence,
108010,108278,11,sequence,
108010,108288,12,sequence,
108010,163346,1,same_skill,312.0
108010,81116,1,same_skill,312.0
108042,108057,15,same_skill+sequence,312.0
108042,108077,11,sequence,
108042,108112,10,sequence,
108042,108127,11,same_skill+sequence,312.0
108042,108212,10,sequence,
108042,108217,1,same_skill,312.0
108042,108222,10,sequence,
108042,108253,12,same_skill+sequence,312.0
108042,108283,10,sequence,
108042,163498,1,same_skill,312.0
108042,163501,1,same_skill,312.0
108057,108062,11,sequence,
108057,108127,1,same_skill,312.0
108057,108142,12,sequence,
108057,108217,1,same_skill,312.0
108057,108232,11,sequence,
108057,108283,10,sequence,
108057,163498,1,same_skill,312.0
108057,163501,1,same_skill,312.0
108062,108112,10,sequence,
108062,108127,11,sequence,
108062,108212,11,sequence,
108062,108217,11,sequence,
108062,108237,1,same_skill,312.0
108062,108263,10,sequence,
108062,108268,17,same_skill+sequence,312.0
108062,108278,1,same_skill,312.0
108062,108283,1,same_skill,312.0
108062,108293,10,sequence,
108062,163498,1,same_skill,312.0
108072,108077,1,same_skill,312.0
108072,108127,10,sequence,
108072,108142,1,same_skill,312.0
108072,108222,1,same_skill,312.0
108072,108232,1,same_skill,312.0
108072,108248,1,same_skill,312.0
108072,108258,10,sequence,
108072,108263,11,sequence,
108072,108283,13,sequence,
108072,108288,12,same_skill+sequence,312.0
108072,108293,1,same_skill,312.0
108072,163484,1,same_skill,312.0
108077,108217,1,same_skill,312.0
108077,108222,1,same_skill,312.0
108077,108232,1,same_skill,312.0
108077,108248,1,same_skill,312.0
108077,108253,1,same_skill,312.0
108077,108258,11,sequence,
108077,108293,1,same_skill,312.0
108112,108142,10,sequence,
108112,108212,16,sequence,
108112,108217,11,sequence,
108112,108232,11,sequence,
108112,108258,1,same_skill,312.0
108112,108278,11,sequence,
108112,108283,12,sequence,
108112,163346,1,same_skill,312.0
108112,408546,1,same_skill,312.0
108112,81116,1,same_skill,312.0
108127,108222,14,sequence,
108127,108232,10,sequence,
108127,108258,12,sequence,
108127,163498,1,same_skill,312.0
108127,163501,1,same_skill,312.0
108142,108212,11,sequence,
108142,108232,11,same_skill+sequence,312.0
108142,108237,10,sequence,
108142,108263,1,same_skill,312.0
108142,108273,1,same_skill,312.0
108142,108288,1,same_skill,312.0
108142,108293,1,same_skill,312.0
108142,163484,1,same_skill,312.0
108212,108237,12,same_skill+sequence,312.0
108212,108258,1,same_skill,312.0
108212,108268,1,same_skill,312.0
108212,108278,1,same_skill,312.0
108212,163477,1,same_skill,312.0
108217,108222,1,same_skill,312.0
108217,108248,1,same_skill,312.0
108217,108253,1,same_skill,312.0
108217,108293,10,sequence,
108222,108232,1,same_skill,312.0
108222,108248,1,same_skill,312.0
108222,108253,1,same_skill,312.0
108232,108248,1,same_skill,312.0
108232,108253,1,same_skill,312.0
108232,108263,12,sequence,
108232,108268,10,sequence,
108232,108283,10,sequence,
108232,108293,11,same_skill+sequence,312.0
108232,163484,1,same_skill,312.0
108237,108268,1,same_skill,312.0
108237,108273,12,sequence,
108237,108278,13,same_skill+sequence,312.0
108237,108283,1,same_skill,312.0
108237,108293,10,sequence,
108237,163477,1,same_skill,312.0
108248,108253,12,same_skill+sequence,312.0
108248,108293,1,same_skill,312.0
108248,163484,1,same_skill,312.0
108258,108263,15,sequence,
108258,108268,1,same_skill,312.0
108258,108283,11,sequence,
108258,163477,1,same_skill,312.0
108263,108273,1,same_skill,312.0
108263,108288,1,same_skill,312.0
108263,108293,1,same_skill,312.0
108263,163484,1,same_skill,312.0
108268,108278,15,same_skill+sequence,312.0
108268,108283,1,same_skill,312.0
108268,163477,1,same_skill,312.0
108273,108278,13,sequence,
108273,108288,1,same_skill,312.0
108273,108293,13,sequence,
108278,108283,11,same_skill+sequence,312.0
108278,108293,10,sequence,
108278,163477,1,same_skill,312.0
108283,108288,11,sequence,
108283,163477,1,same_skill,312.0
108288,108293,1,same_skill,312.0
108288,163484,1,same_skill,312.0
108293,163484,1,same_skill,312.0
1085,12347,1,same_skill,77.0
1085,1254,181,same_skill+sequence,77.0
1085,14443,44,sequence,
1085,178,10,sequence,
1085,218653,77,sequence,
1085,218654,18,sequence,
1085,248593,13,sequence,
1085,37151,1,same_skill,77.0
1085,37154,1,same_skill,77.0
1085,39798,1,same_skill,77.0
1085,849,174,same_skill+sequence,77.0
109091,178251,196,same_skill+sequence,277.0
109091,189215,1,same_skill,277.0
109091,189243,1,same_skill,277.0
109091,189261,1,same_skill,277.0
109091,204157,195,same_skill+sequence,277.0
109091,39463,1,same_skill,277.0
109091,53926,1,same_skill,277.0
109091,53932,1,same_skill,277.0
109445,109466,65,sequence,
109445,14797,1,same_skill,82.0
109445,178,52,sequence,
109445,188849,1,same_skill,82.0
109445,188869,1,same_skill,82.0
109445,188885,1,same_skill,82.0
109445,220704,1,same_skill,82.0
109445,220753,1,same_skill,82.0
109445,2229,77,sequence,
109445,4003,21,sequence,
109445,4080,23,sequence,
109445,839,76,same_skill+sequence,82.0
109466,1283,24,sequence,
109466,13830,10,sequence,
109466,15142,11,sequence,
109466,15324,10,sequence,
109466,15612,15,sequence,
109466,178,59,sequence,
109466,20440,12,sequence,
1096,112643,11,sequence,
1096,1144,10,sequence,
1096,121829,23,sequence,
1096,138825,1,same_skill,8.0
1096,525,75,sequence,
1096,98538,34,sequence,
112643,114757,60,sequence,
112643,1254,76,sequence,
112643,1283,79,sequence,
112643,178,107,sequence,
112643,2274,13,sequence,
112643,342,22,sequence,
