user_id,question_id,timestamp,correctness,response_time,rapid_guess_flag,rapid_guess_penalty,streak_before,DARS_rating_before,DARS_rating_after,momentum_state,topic,difficulty_label,graph_hop_distance,remediation_flag,recommendation_source
stu_fte455_001,mock7-q12,2026-01-22T12:55:29.566Z,1,45,0,0,1,1230,1228,cold,Eigenvalues & Eigenvectors,Easy,1,0,Graph route
stu_fte455_001,mock7-q11,2026-01-23T00:20:51.621Z,1,29,0,0,2,1228,1239,steady,Eigenvalues & Eigenvectors,Easy,1,0,Graph route
stu_fte455_001,mock6-q12,2026-01-23T12:59:51.476Z,1,24,0,0,3,1239,1254,steady,Eigenvalues & Eigenvectors,Easy,1,0,Graph route
stu_fte455_001,mock6-q11,2026-01-24T00:05:46.923Z,1,25,0,0,4,1254,1271,steady,Eigenvalues & Eigenvectors,Easy,1,0,Graph route
stu_fte455_001,mock5-q11,2026-01-24T11:52:35.005Z,1,34,0,0,5,1271,1284,steady,Eigenvalues & Eigenvectors,Easy,1,0,Graph route
stu_fte455_001,mock4-q19,2026-01-24T23:33:14.292Z,0,73,0,0,6,1284,1241,steady,Eigenvalues & Eigenvectors,Easy,1,0,Graph route
stu_fte455_001,mock3-q13,2026-01-25T10:49:26.499Z,1,34,0,0,-1,1241,1242,steady,Eigenvalues & Eigenvectors,Easy,1,1,Graph route
stu_fte455_001,mock2-q30,2026-01-25T21:24:34.932Z,0,57,0,0,1,1242,1212,steady,Eigenvalues & Eigenvectors,Easy,1,0,Graph route
stu_fte455_001,mock2-q13,2026-01-26T10:01:38.999Z,1,37,0,0,-1,1212,1213,steady,Eigenvalues & Eigenvectors,Easy,1,1,Graph route
stu_fte455_001,mock2-q29,2026-01-26T21:02:09.730Z,0,45,0,0,1,1213,1190,steady,Matrices & Determinants,Easy,1,0,Graph route
stu_fte455_001,mock5-q18,2026-01-27T09:09:07.849Z,0,76,0,0,-1,1190,1175,steady,Matrices & Determinants,Easy,1,1,Graph route
stu_fte455_001,mock6-q23,2026-01-27T20:25:06.852Z,1,42,0,0,-2,1175,1174,steady,Matrices & Determinants,Easy,1,1,Graph route
stu_fte455_001,la-13,2026-01-28T07:39:13.893Z,0,115,0,0,1,1174,1153,cold,Matrices & Determinants,Medium,1,0,Graph route
stu_fte455_001,la-14,2026-01-28T19:15:16.167Z,1,107,0,0,-1,1153,1144,cold,Matrices & Determinants,Medium,1,1,Graph route
stu_fte455_001,la-17,2026-01-29T06:29:20.827Z,1,65,0,0,1,1144,1154,cold,Matrices & Determinants,Medium,1,0,Graph route
stu_fte455_001,la-18,2026-01-29T18:41:31.597Z,0,102,0,0,2,1154,1135,cold,Matrices & Determinants,Medium,1,0,Graph route
stu_fte455_001,la-19,2026-01-30T05:29:45.186Z,0,106,0,0,-1,1135,1124,cold,Matrices & Determinants,Medium,1,1,Graph route
stu_fte455_001,la-20,2026-01-30T17:06:05.012Z,1,88,0,0,-2,1124,1120,cold,Matrices & Determinants,Medium,1,1,Graph route
stu_fte455_001,la-21,2026-01-31T04:17:07.307Z,0,106,0,0,1,1120,1104,cold,Matrices & Determinants,Medium,1,0,Graph route
stu_fte455_001,la-25,2026-01-31T16:29:49.413Z,1,89,0,0,-1,1104,1102,cold,Matrices & Determinants,Medium,1,1,Graph route
stu_fte455_001,la-27,2026-02-01T03:48:11.503Z,0,87,0,0,1,1102,1088,cold,Matrices & Determinants,Medium,1,0,Graph route
stu_fte455_001,la-29,2026-02-01T15:22:40.594Z,1,93,0,0,-1,1088,1087,cold,Matrices & Determinants,Medium,1,1,Graph route
stu_fte455_001,la-30,2026-02-02T02:42:14.733Z,1,78,0,0,1,1087,1092,steady,Matrices & Determinants,Medium,1,0,Graph route
stu_fte455_001,mock3-q29,2026-02-02T14:16:27.674Z,0,48,0,0,2,1092,1084,steady,Matrices & Determinants,Easy,1,0,Graph route
stu_fte455_001,mock4-q11,2026-02-03T02:19:25.861Z,1,91,0,0,-1,1084,1086,steady,Matrices & Determinants,Medium,1,1,Graph route
stu_fte455_001,mock4-q32,2026-02-03T12:38:09.547Z,0,86,0,0,1,1086,1080,steady,Matrices & Determinants,Medium,1,0,Graph route
stu_fte455_001,la-11,2026-02-03T23:58:31.962Z,1,135,0,0,-1,1080,1081,steady,Matrices & Determinants,Hard,1,1,Graph route
stu_fte455_001,la-15,2026-02-04T12:43:43.185Z,1,114,0,0,1,1081,1090,steady,Matrices & Determinants,Hard,1,0,Graph route
stu_fte455_001,dsa-6,2026-02-04T23:07:08.201Z,1,24,0,0,2,1090,1102,steady,Complexity Analysis,Easy,1,0,Graph route
stu_fte455_001,mock2-q21,2026-02-05T10:54:14.979Z,1,35,0,0,3,1102,1114,hot,Complexity Analysis,Easy,1,0,Graph route
stu_fte455_001,dsa-10,2026-02-05T22:11:14.137Z,1,51,0,0,4,1114,1118,hot,Arrays & Strings,Easy,1,0,Graph route
stu_fte455_001,dsa-22,2026-02-06T10:31:54.536Z,1,50,0,0,5,1118,1124,hot,Arrays & Strings,Easy,1,0,Graph route
stu_fte455_001,dsa-4,2026-02-06T21:08:42.461Z,1,29,0,0,6,1124,1142,hot,Arrays & Strings,Easy,1,0,Graph route
stu_fte455_001,dsa-7,2026-02-07T09:38:57.080Z,1,40,0,0,7,1142,1155,hot,Arrays & Strings,Easy,1,0,Graph route
stu_fte455_001,dsa-9,2026-02-07T20:25:25.778Z,1,40,0,0,8,1155,1167,hot,Arrays & Strings,Easy,1,0,Graph route
stu_fte455_001,dsa-8,2026-02-08T08:39:53.769Z,1,30,0,0,9,1167,1186,hot,Arrays & Strings,Easy,1,0,Graph route
stu_fte455_001,dsa-11,2026-02-08T20:08:01.705Z,0,55,0,0,10,1186,1171,steady,Arrays & Strings,Easy,1,0,Graph route
stu_fte455_001,dsa-21,2026-02-09T07:25:19.554Z,1,33,0,0,-1,1171,1175,steady,Arrays & Strings,Easy,1,1,Graph route
stu_fte455_001,dsa-24,2026-02-09T18:57:30.541Z,1,49,0,0,1,1175,1177,steady,Arrays & Strings,Easy,1,0,Graph route
stu_fte455_001,dsa-26,2026-02-10T05:55:40.738Z,1,44,0,0,2,1177,1182,steady,Arrays & Strings,Easy,1,0,Graph route
stu_fte455_001,dsa-12,2026-02-10T18:12:52.040Z,1,85,0,0,3,1182,1187,hot,Arrays & Strings,Medium,1,0,Graph route
stu_fte455_001,dsa-16,2026-02-11T05:07:59.847Z,1,55,0,0,4,1187,1200,hot,Arrays & Strings,Medium,1,0,Graph route
stu_fte455_001,dsa-18,2026-02-11T17:09:47.917Z,1,87,0,0,5,1200,1207,hot,Arrays & Strings,Medium,1,0,Graph route
stu_fte455_001,dsa-23,2026-02-12T04:19:54.388Z,1,72,0,0,6,1207,1218,hot,Arrays & Strings,Medium,1,0,Graph route
stu_fte455_001,dsa-13,2026-02-12T16:17:16.165Z,0,106,0,0,7,1218,1210,steady,Arrays & Strings,Medium,1,0,Graph route
stu_fte455_001,dsa-14,2026-02-13T03:39:02.643Z,0,118,0,0,-1,1210,1206,steady,Arrays & Strings,Medium,1,1,Graph route
stu_fte455_001,dsa-15,2026-02-13T14:42:12.480Z,0,104,0,0,-2,1206,1202,cold,Arrays & Strings,Medium,1,1,Graph route
stu_fte455_001,dsa-17,2026-02-14T02:44:58.931Z,0,89,0,0,-3,1202,1199,cold,Arrays & Strings,Medium,1,1,Graph route
stu_fte455_001,dsa-25,2026-02-14T13:55:54.949Z,0,110,0,0,-4,1199,1196,cold,Arrays & Strings,Medium,1,1,Graph route
stu_fte455_001,dsa-19,2026-02-15T01:26:28.642Z,0,145,0,0,-5,1196,1194,cold,Arrays & Strings,Hard,1,1,Graph route
stu_fte455_001,dsa-20,2026-02-15T13:06:31.245Z,1,117,0,0,-6,1194,1194,steady,Arrays & Strings,Hard,1,1,Graph route
stu_fte455_001,dbms-18,2026-02-15T23:42:08.862Z,1,47,0,0,1,1194,1196,steady,SQL & Relational Algebra,Easy,2,0,fallback
stu_fte455_001,dbms-20,2026-02-16T12:31:59.082Z,1,52,0,0,2,1196,1197,steady,SQL & Relational Algebra,Easy,1,0,Graph route
stu_fte455_001,dbms-21,2026-02-16T23:55:40.466Z,1,40,0,0,3,1197,1202,steady,SQL & Relational Algebra,Easy,1,0,Graph route
stu_fte455_001,mock2-q32,2026-02-17T10:26:08.138Z,0,87,0,0,4,1202,1195,steady,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,mock2-q34,2026-02-17T21:50:36.313Z,1,87,0,0,-1,1195,1195,steady,SQL & Relational Algebra,Medium,1,1,Graph route
stu_fte455_001,dbms-8,2026-02-18T09:40:15.757Z,1,77,0,0,1,1195,1198,steady,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,dbms-9,2026-02-18T21:36:25.922Z,1,87,0,0,2,1198,1201,steady,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,dbms-11,2026-02-19T08:39:06.440Z,0,80,0,0,3,1201,1196,steady,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,dbms-12,2026-02-19T20:59:23.693Z,0,114,0,0,-1,1196,1193,steady,SQL & Relational Algebra,Medium,1,1,Graph route
stu_fte455_001,dbms-19,2026-02-20T08:05:43.926Z,0,100,0,0,-2,1193,1190,cold,SQL & Relational Algebra,Medium,1,1,Graph route
stu_fte455_001,dbms-22,2026-02-20T19:45:23.800Z,0,113,0,0,-3,1190,1187,cold,SQL & Relational Algebra,Medium,1,1,Graph route
stu_fte455_001,dbms-25,2026-02-21T06:42:09.353Z,0,116,0,0,-4,1187,1184,cold,SQL & Relational Algebra,Medium,1,1,Graph route
stu_fte455_001,dbms-13,2026-02-21T18:05:03.089Z,1,96,0,0,-5,1184,1183,steady,SQL & Relational Algebra,Medium,1,1,Graph route
stu_fte455_001,dbms-23,2026-02-22T05:18:07.713Z,0,85,0,0,1,1183,1180,steady,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,dbms-24,2026-02-22T18:14:22.548Z,0,115,0,0,-1,1180,1178,steady,SQL & Relational Algebra,Medium,1,1,Graph route
stu_fte455_001,mock2-q42,2026-02-23T04:54:47.471Z,1,92,0,0,-2,1178,1178,steady,SQL & Relational Algebra,Medium,1,1,Graph route
stu_fte455_001,mock2-q43,2026-02-23T16:43:04.204Z,1,72,0,0,1,1178,1183,steady,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,mock3-q32,2026-02-24T04:27:25.487Z,0,93,0,0,2,1183,1181,steady,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,mock3-q34,2026-02-24T16:08:24.977Z,1,90,0,0,-1,1181,1182,steady,SQL & Relational Algebra,Medium,1,1,Graph route
stu_fte455_001,mock3-q42,2026-02-25T02:27:31.447Z,1,57,0,0,1,1182,1189,steady,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,mock3-q43,2026-02-25T14:35:18.517Z,1,61,0,0,2,1189,1196,steady,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,mock2-q55,2026-02-26T02:09:58.540Z,1,88,0,0,3,1196,1200,hot,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,mock3-q55,2026-02-26T14:13:27.163Z,1,65,0,0,4,1200,1209,hot,SQL & Relational Algebra,Medium,1,0,Graph route
stu_fte455_001,ai-41,2026-02-27T00:41:13.555Z,1,47,0,0,5,1209,1213,hot,Propositional & Predicate Logic,Easy,2,0,fallback
stu_fte455_001,ai-40,2026-02-27T12:42:06.903Z,1,28,0,0,6,1213,1222,hot,Propositional & Predicate Logic,Easy,1,0,Graph route
stu_fte455_001,ai-33,2026-02-28T00:28:44.925Z,1,40,0,0,7,1222,1228,hot,Propositional & Predicate Logic,Easy,1,0,Graph route
stu_fte455_001,ai-29,2026-02-28T11:38:44.112Z,0,61,0,0,8,1228,1217,steady,Propositional & Predicate Logic,Easy,1,0,Graph route
stu_fte455_001,ai-28,2026-02-28T23:00:07.185Z,1,60,0,0,-1,1217,1215,steady,Propositional & Predicate Logic,Easy,1,1,Graph route
stu_fte455_001,ai-35,2026-03-01T11:15:49.010Z,0,74,0,0,1,1215,1206,steady,Propositional & Predicate Logic,Easy,1,0,Graph route
stu_fte455_001,ai-34,2026-03-01T22:14:46.713Z,1,52,0,0,-1,1206,1204,steady,Propositional & Predicate Logic,Easy,1,1,Graph route
stu_fte455_001,ai-27,2026-03-02T09:40:07.638Z,0,43,0,0,1,1204,1195,steady,Propositional & Predicate Logic,Easy,1,0,Graph route
stu_fte455_001,ai-30,2026-03-02T21:40:41.287Z,1,38,0,0,-1,1195,1194,steady,Propositional & Predicate Logic,Easy,1,1,Graph route
stu_fte455_001,ai-45,2026-03-03T09:07:01.251Z,1,65,0,0,1,1194,1199,steady,Propositional & Predicate Logic,Medium,1,0,Graph route
stu_fte455_001,ai-5,2026-03-03T20:48:08.711Z,0,84,0,0,2,1199,1195,steady,Propositional & Predicate Logic,Medium,1,0,Graph route
stu_fte455_001,ai-31,2026-03-04T08:28:47.884Z,1,90,0,0,-1,1195,1195,steady,Propositional & Predicate Logic,Medium,1,1,Graph route
stu_fte455_001,ai-32,2026-03-04T19:48:38.373Z,1,56,0,0,1,1195,1202,steady,Propositional & Predicate Logic,Medium,1,0,Graph route
stu_fte455_001,ai-36,2026-03-05T07:06:22.707Z,1,66,0,0,2,1202,1208,steady,Propositional & Predicate Logic,Medium,1,0,Graph route
stu_fte455_001,ai-37,2026-03-05T17:40:45.458Z,1,69,0,0,3,1208,1214,steady,Propositional & Predicate Logic,Medium,1,0,Graph route
stu_fte455_001,ai-39,2026-03-06T05:44:45.173Z,1,64,0,0,4,1214,1222,hot,Propositional & Predicate Logic,Medium,1,0,Graph route
stu_fte455_001,ai-42,2026-03-06T17:14:38.467Z,1,74,0,0,5,1222,1230,hot,Propositional & Predicate Logic,Medium,1,0,Graph route
stu_fte455_001,ai-46,2026-03-07T05:09:35.694Z,1,63,0,0,6,1230,1241,hot,Propositional & Predicate Logic,Medium,1,0,Graph route
stu_fte455_001,mock6-q31,2026-03-07T15:55:23.851Z,1,86,0,0,7,1241,1247,hot,Hypothesis Testing,Medium,1,0,Graph route
stu_fte455_001,mock4-q30,2026-03-08T03:36:08.524Z,0,94,0,0,8,1247,1238,steady,Hypothesis Testing,Medium,1,0,Graph route
stu_fte455_001,ps-4,2026-03-08T15:55:00.614Z,1,119,0,0,-1,1238,1235,steady,Hypothesis Testing,Hard,1,1,Graph route
stu_fte455_001,ps-61,2026-03-09T02:18:08.684Z,1,40,0,0,1,1235,1235,steady,Hypothesis Testing,Easy,1,0,Graph route
stu_fte455_001,ps-58,2026-03-09T13:54:12.692Z,1,47,0,0,2,1235,1235,steady,Hypothesis Testing,Easy,1,0,Graph route
stu_fte455_001,ps-53,2026-03-10T02:22:39.349Z,1,47,0,0,3,1235,1235,hot,Hypothesis Testing,Easy,1,0,Graph route
stu_fte455_001,ps-7,2026-03-10T13:25:27.264Z,1,43,0,0,4,1235,1237,hot,Hypothesis Testing,Easy,1,0,Graph route
stu_fte455_001,co-17,2026-03-11T00:42:40.521Z,1,40,0,0,5,1237,1242,hot,Differentiation,Easy,2,0,fallback
stu_fte455_001,co-18,2026-03-11T12:08:01.942Z,1,51,0,0,6,1242,1244,hot,Differentiation,Easy,1,0,Graph route
stu_fte455_001,mock2-q60,2026-03-12T00:34:08.957Z,1,53,0,0,7,1244,1247,hot,Differentiation,Easy,1,0,Graph route
stu_fte455_001,mock3-q61,2026-03-12T10:43:31.841Z,0,63,0,0,8,1247,1238,steady,Differentiation,Easy,1,0,Graph route
stu_fte455_001,co-5,2026-03-12T22:16:35.140Z,1,81,0,0,-1,1238,1238,steady,Differentiation,Medium,1,1,Graph route
stu_fte455_001,co-8,2026-03-13T10:32:53.028Z,1,59,0,0,1,1238,1242,steady,Differentiation,Medium,1,0,Graph route
stu_fte455_001,co-9,2026-03-13T22:32:11.389Z,1,79,0,0,2,1242,1244,steady,Differentiation,Medium,1,0,Graph route
stu_fte455_001,co-14,2026-03-14T09:42:51.952Z,0,88,0,0,3,1244,1238,steady,Differentiation,Medium,1,0,Graph route
stu_fte455_001,co-15,2026-03-14T20:46:19.399Z,0,93,0,0,-1,1238,1235,steady,Differentiation,Medium,1,1,Graph route
stu_fte455_001,co-16,2026-03-15T08:52:59.414Z,0,110,0,0,-2,1235,1232,cold,Differentiation,Medium,1,1,Graph route
stu_fte455_001,co-22,2026-03-15T19:40:11.726Z,0,121,0,0,-3,1232,1229,cold,Differentiation,Medium,1,1,Graph route
stu_fte455_001,co-23,2026-03-16T06:55:49.607Z,1,99,0,0,-4,1229,1227,steady,Differentiation,Medium,1,1,Graph route
stu_fte455_001,co-25,2026-03-16T19:29:51.187Z,1,74,0,0,1,1227,1229,steady,Differentiation,Medium,1,0,Graph route
stu_fte455_001,co-2,2026-03-17T06:37:52.742Z,0,121,0,0,2,1229,1224,steady,Differentiation,Hard,1,0,Graph route
stu_fte455_001,co-24,2026-03-17T18:08:06.262Z,0,96,0,0,-1,1224,1222,steady,Differentiation,Medium,1,1,Graph route
stu_fte455_001,ml-msq-1,2026-03-18T05:01:33.298Z,1,74,0,0,-2,1222,1222,steady,Supervised Learning,Medium,1,0,Graph route
stu_fte455_001,ml-2,2026-03-18T16:36:22.957Z,0,134,0,0,1,1222,1215,steady,Supervised Learning,Hard,1,0,Graph route
stu_fte455_001,ml-28,2026-03-19T04:54:42.869Z,1,49,0,0,-1,1215,1214,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,ml-11,2026-03-19T16:09:37.175Z,0,44,0,0,1,1214,1207,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,ml-10,2026-03-20T03:10:54.412Z,0,55,0,0,-1,1207,1203,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,ml-1,2026-03-20T14:51:44.357Z,1,72,0,0,-2,1203,1202,steady,Supervised Learning,Medium,1,1,Graph route
stu_fte455_001,ml-9,2026-03-21T02:43:43.967Z,1,42,0,0,1,1202,1203,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,ml-6,2026-03-21T14:33:37.316Z,0,58,0,0,2,1203,1195,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock7-q35,2026-03-22T02:16:46.070Z,1,49,0,0,-1,1195,1194,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,mock7-q28,2026-03-22T12:24:28.357Z,0,46,0,0,1,1194,1187,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock7-q22,2026-03-23T00:35:29.142Z,1,68,0,0,-1,1187,1184,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,mock7-q21,2026-03-23T12:12:31.795Z,1,25,0,0,1,1184,1188,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock6-q28,2026-03-24T00:23:32.452Z,0,57,0,0,2,1188,1182,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock6-q22,2026-03-24T11:24:01.015Z,1,40,0,0,-1,1182,1182,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,mock6-q21,2026-03-24T23:19:40.869Z,1,31,0,0,1,1182,1185,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock5-q33,2026-03-25T10:38:40.361Z,1,21,0,0,2,1185,1190,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock5-q22,2026-03-25T21:26:33.702Z,1,36,0,0,3,1190,1193,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock5-q20,2026-03-26T09:38:36.964Z,0,46,0,0,4,1193,1185,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock5-q17,2026-03-26T20:38:53.653Z,1,38,0,0,-1,1185,1185,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,mock4-q33,2026-03-27T08:58:11.475Z,1,48,0,0,1,1185,1185,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock4-q26,2026-03-27T20:08:41.356Z,0,76,0,0,2,1185,1178,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock4-q20,2026-03-28T07:27:23.098Z,1,42,0,0,-1,1178,1178,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,mock4-q18,2026-03-28T18:59:05.088Z,0,76,0,0,1,1178,1172,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock4-q17,2026-03-29T06:49:27.712Z,0,61,0,0,-1,1172,1168,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,mock3-q22,2026-03-29T17:16:52.576Z,1,55,0,0,-2,1168,1167,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,mock3-q20,2026-03-30T05:38:27.098Z,1,45,0,0,1,1167,1168,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock3-q17,2026-03-30T17:06:32.864Z,0,65,0,0,2,1168,1161,steady,Supervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock2-q17,2026-03-31T03:49:51.795Z,1,49,0,0,-1,1161,1161,steady,Supervised Learning,Easy,1,1,Graph route
stu_fte455_001,mock2-q18,2026-03-31T15:37:23.277Z,1,46,0,0,1,1161,1162,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock2-q19,2026-04-01T03:58:32.351Z,1,33,0,0,2,1162,1166,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock3-q18,2026-04-01T14:48:06.479Z,1,54,0,0,3,1166,1167,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock3-q19,2026-04-02T02:57:07.084Z,1,27,0,0,4,1167,1174,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock4-q21,2026-04-02T13:07:16.621Z,1,27,0,0,5,1174,1182,hot,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock5-q30,2026-04-03T00:44:08.541Z,1,25,0,0,6,1182,1191,hot,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock5-q34,2026-04-03T12:27:10.455Z,0,70,0,0,7,1191,1181,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,ml-7,2026-04-04T00:37:30.263Z,1,39,0,0,-1,1181,1181,steady,Unsupervised Learning,Easy,1,1,Graph route
stu_fte455_001,ml-29,2026-04-04T12:26:08.254Z,1,47,0,0,1,1181,1181,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,ml-30,2026-04-04T22:53:49.413Z,0,43,0,0,2,1181,1175,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,ml-33,2026-04-05T11:02:10.772Z,1,42,0,0,-1,1175,1176,steady,Unsupervised Learning,Easy,1,1,Graph route
stu_fte455_001,ml-35,2026-04-05T22:58:11.278Z,1,31,0,0,1,1176,1180,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,ml-43,2026-04-06T09:29:36.879Z,1,26,0,0,2,1180,1186,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock2-q63,2026-04-06T21:25:43.147Z,0,60,0,0,3,1186,1181,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock2-q64,2026-04-07T08:44:18.344Z,1,52,0,0,-1,1181,1181,steady,Unsupervised Learning,Easy,1,1,Graph route
stu_fte455_001,mock4-q56,2026-04-07T20:43:47.637Z,1,42,0,0,1,1181,1184,steady,Unsupervised Learning,Easy,1,0,Graph route
stu_fte455_001,mock2-q28,2026-04-08T07:29:42.268Z,1,88,0,0,2,1184,1187,steady,Unsupervised Learning,Medium,1,0,Graph route
stu_fte455_001,mock7-q2,2026-04-08T19:59:29.475Z,0,59,0,0,3,1187,1181,steady,Verbal Reasoning,Easy,1,0,Graph route
stu_fte455_001,mock7-q3,2026-04-09T06:48:23.582Z,1,55,0,0,-1,1181,1180,steady,Verbal Reasoning,Easy,1,1,Graph route
stu_fte455_001,mock4-q5,2026-04-09T18:36:14.908Z,1,88,0,0,1,1180,1181,steady,Verbal Reasoning,Medium,1,0,Graph route
stu_fte455_001,ps-nat-1,2026-04-10T05:36:30.369Z,0,83,0,0,2,1181,1174,steady,Probability Distributions,Medium,3,0,fallback
stu_fte455_001,ps-32,2026-04-10T17:37:21.778Z,1,47,0,0,-1,1174,1173,steady,Probability Distributions,Easy,1,1,Graph route
stu_fte455_001,ps-31,2026-04-11T04:55:59.999Z,0,69,0,0,1,1173,1166,steady,Probability Distributions,Easy,1,0,Graph route
stu_fte455_001,mock7-q24,2026-04-11T17:00:11.252Z,1,64,0,0,-1,1166,1164,steady,Probability Distributions,Easy,1,1,Graph route
stu_fte455_001,mock7-q14,2026-04-12T03:29:02.102Z,1,27,0,0,1,1164,1168,steady,Probability Distributions,Easy,1,0,Graph route
stu_fte455_001,mock6-q24,2026-04-12T14:57:25.839Z,1,45,0,0,2,1168,1169,steady,Probability Distributions,Easy,1,0,Graph route
stu_fte455_001,mock6-q14,2026-04-13T03:36:16.277Z,1,42,0,0,3,1169,1172,steady,Probability Distributions,Easy,1,0,Graph route
