user_id,persona,evaluation_split,n_attempts,actual_accuracy,rapid_guess_rate,remediation_rate,avg_response_time,final_dars_rating,final_glicko2_rating,final_glicko2_rd,final_fixed_elo_rating,darsplus_calibrated_brier,darsplus_calibrated_log_loss,darsplus_calibrated_auc,dars_brier,dars_log_loss,dars_auc,glicko_2_brier,glicko_2_log_loss,glicko_2_auc,fixed_elo_k32_brier,fixed_elo_k32_log_loss,fixed_elo_k32_auc,static_start_brier,static_start_log_loss,static_start_auc
stu_fte455_011,steady_improver,train,228,0.6271929824561403,0.0,0.3508771929824561,96.24561403508773,1671.0,1537.7934806143028,63.650528791232325,1495.8437505304064,0.2235990066308779,0.6382096585412173,0.6176059234882765,0.24721758086914772,0.7008569582642242,0.5783628136569313,0.2410148626878383,0.6775615999644604,0.5531057178116001,0.23718870151851615,0.6695689572087511,0.5689839572192513,0.2424239516728186,0.6857367829559211,0.5882352941176471
stu_fte455_012,fast_but_careless,test,359,0.5738161559888579,0.011142061281337047,0.403899721448468,78.40389972144847,1604.0,1435.2600258749824,55.27691053202342,1419.4958493224442,0.23638495776275656,0.6652343737502998,0.6067326607018212,0.2738017928891817,0.7637807590414745,0.5740053302874548,0.25249492687849984,0.70112592295338,0.5591249444761723,0.2519961414888548,0.6995172123508184,0.5457833618884447,0.274912771665351,0.7678591768028666,0.5842058506250397
stu_fte455_013,slow_analytical,test,237,0.6160337552742616,0.0,0.35864978902953587,99.08016877637131,1387.0,1526.4931389590183,59.194336971867244,1518.3089192678062,0.2360775948411415,0.6642935459014966,0.5521225349992473,0.25273823110276294,0.699071296770438,0.5846379647749511,0.2382511950707853,0.6682570559099208,0.5677404786993828,0.23726744682773895,0.6655957984445466,0.5724823122083396,0.2560322826581596,0.7066881401063535,0.5772994129158513
stu_fte455_014,volatile_practicer,train,402,0.582089552238806,0.0,0.39552238805970147,95.20646766169155,1602.0,1379.5577556726173,53.3458611632692,1371.4252837225495,0.23322555136140968,0.6603144795900029,0.6086055148555148,0.25142791264168274,0.7111640551632238,0.5971204721204721,0.23960757169430494,0.6735062138472825,0.5899343711843712,0.2384339637171165,0.6715260976127125,0.5937627187627188,0.254532191358146,0.7191076289791485,0.6053240740740741
stu_fte455_015,remediation_responder,train,241,0.6307053941908713,0.0,0.34854771784232363,102.68464730290457,1760.0,1514.6092125471623,30.0,1489.01422607876,0.22269443363263025,0.6368834876821555,0.6151315789473685,0.26421995103955265,0.7736322042966777,0.6045609107037256,0.23494085736975548,0.6676317994145774,0.5564384979302188,0.2344029357652881,0.6660511082093293,0.5623151981076286,0.25651697463730366,0.7419368586806759,0.6082569485511532
stu_fte455_016,steady_improver,test,263,0.6730038022813688,0.0,0.3155893536121673,89.86311787072243,1628.0,1584.191940662744,43.49840524612026,1616.193142027624,0.20472981485462408,0.5976192592811808,0.6538562606753383,0.20641599298083682,0.6038311089386941,0.6491591118118513,0.21521811219312284,0.6212319882065321,0.6274799632111417,0.20765480927321497,0.6034727159092329,0.65149126264617,0.20445898198775425,0.5981758894726198,0.6604256996452503
stu_fte455_017,fast_but_careless,train,408,0.5735294117647058,0.04411764705882353,0.4068627450980392,66.9779411764706,1386.0,1408.0799403094147,62.28762048083877,1413.62050039904,0.23456451095450148,0.6620379292607684,0.6151021711366539,0.23622022139366997,0.6654034025195701,0.6227036054622261,0.23984666315527434,0.675350544599952,0.6082129875233323,0.23875494646934403,0.6723298166792379,0.6075007368110816,0.2346218278084563,0.6622085290719768,0.6243368700265252
stu_fte455_018,slow_analytical,train,353,0.6345609065155807,0.0,0.35127478753541075,101.72804532577904,1546.0,1431.2095404877834,54.94433422065079,1466.5197503328022,0.22492691599152576,0.6400742633385307,0.6040282392026578,0.22765157462548793,0.6485618033782594,0.6065026301218162,0.23127148735688272,0.6560314185960715,0.5914832502768549,0.23306386743889324,0.6601643530376766,0.5805301771871539,0.2282630780590906,0.6478109071557007,0.6140123200442967
stu_fte455_019,volatile_practicer,train,324,0.5524691358024691,0.0,0.42592592592592593,87.57098765432099,1349.0,1375.600647770415,72.21786030520111,1384.4772077332966,0.23803111043929118,0.6700664908287822,0.6212097861683683,0.23848657733287948,0.6698735274836648,0.6108071662492776,0.24400174198484825,0.6831878272507558,0.6061452513966481,0.2417540872295358,0.6774718931518732,0.5991138508957812,0.2367573481735509,0.6666438124698164,0.6214216913889424
stu_fte455_020,remediation_responder,train,258,0.6162790697674418,0.0,0.3643410852713178,105.47674418604652,1597.0,1541.3070907065596,70.42092570579773,1583.8547608503673,0.23042275800799236,0.6522624856984972,0.5904643923511848,0.22968211842024994,0.6511677817805722,0.6224191601550092,0.23031160507050552,0.6531428848407996,0.6049488596658408,0.22517681902419104,0.6431579484402672,0.6223873959723016,0.232914148785961,0.6586432200417777,0.6259449844355505
stu_fte455_021,steady_improver,train,318,0.6729559748427673,0.0,0.3113207547169811,86.5754716981132,1548.0,1611.958818054242,46.01717500629814,1603.898678757829,0.21247490564854093,0.6135159327484733,0.6563173975557153,0.2126774247927076,0.6131731048854716,0.6491732566498921,0.2086825983836928,0.6036328555387047,0.6573957584471604,0.21210953933391155,0.6123694103806883,0.6241912293314162,0.2210992189832329,0.6317898875907809,0.6393107476635514
stu_fte455_022,fast_but_careless,train,389,0.570694087403599,0.04884318766066838,0.4087403598971722,72.86889460154242,1426.0,1406.9876393671634,55.88669938793309,1397.9004752167625,0.24173968716568353,0.677039221126016,0.5647219075362788,0.2525682322716099,0.700812552916394,0.5408911905917894,0.25690745426616757,0.7095603072721738,0.5494821168473863,0.25708218721989623,0.7106640863016732,0.5273776770782759,0.25568112513955704,0.7109732897454314,0.5548902195608783
stu_fte455_023,slow_analytical,train,210,0.7047619047619048,0.0,0.28095238095238095,109.11428571428571,1794.0,1632.7900481874797,49.75502948655327,1655.0081136811334,0.2006222709696598,0.5888647998071979,0.6517545771578029,0.21074489833125531,0.6222840168037571,0.6496839581517001,0.2097786066950282,0.6084186563099703,0.6092523975588492,0.2040808689461997,0.5971410003950214,0.6012423714036618,0.21161495751183024,0.6250386694476444,0.6477223190932868
stu_fte455_024,volatile_practicer,train,187,0.5989304812834224,0.0,0.37967914438502676,102.15508021390374,1701.0,1506.51157577151,54.62090155087114,1510.675155192219,0.2285348155820115,0.6479189985504472,0.6333928571428571,0.2606445478881116,0.7354149857953991,0.62125,0.23245313457975683,0.6575232083622726,0.6191666666666666,0.2335106798471955,0.6595178451969076,0.6108333333333333,0.26164189759850853,0.7382255847486984,0.625
stu_fte455_025,remediation_responder,train,196,0.5969387755102041,0.0,0.3877551020408163,100.48979591836735,1495.0,1485.4473314372908,30.0,1537.5290369590023,0.23971411758283775,0.6747244128641156,0.5611273396083523,0.24683538470032088,0.6945895498475494,0.5470626419993508,0.24893445717223098,0.6955618294303306,0.5195282916801904,0.2528253467961242,0.7040432538217766,0.49442821594720326,0.24713261354519153,0.6964907730228969,0.53862382343395
stu_fte455_026,steady_improver,train,319,0.677115987460815,0.0,0.31347962382445144,87.29153605015674,1695.0,1571.6750771680272,47.27963310628217,1586.2643420559484,0.21262906520956293,0.614287690048059,0.5972222222222222,0.22044608864970838,0.638930490275134,0.5984807623157138,0.21656435066165008,0.625647336684735,0.5796026609133406,0.21825186841326194,0.6288076818534629,0.5709277238403452,0.2148639319142542,0.6217123697251682,0.5977166486875225
stu_fte455_027,fast_but_careless,test,383,0.556135770234987,0.0391644908616188,0.42297650130548303,76.92167101827677,1487.0,1455.2501833260244,47.20274831417619,1434.118333216278,0.23418764693111715,0.6594796178862656,0.6218171775752555,0.24251223753290013,0.6787681858185403,0.6219828776581054,0.23438271442764347,0.6613661395990791,0.6370892018779343,0.23888109333382282,0.6716932264651555,0.611709472521403,0.24809886409813145,0.6926670955164754,0.6321596244131455
stu_fte455_028,slow_analytical,train,317,0.6182965299684543,0.0,0.3722397476340694,99.40378548895899,1483.0,1490.251681795478,50.24940053477121,1502.6181005561023,0.23016896007804288,0.652310851772836,0.5838252656434475,0.23359969037220343,0.6603797265820351,0.6008812615955473,0.23583301611804283,0.6666192075028556,0.5904452690166976,0.23938683937343788,0.6730510936198558,0.5655675493337831,0.23672198051615667,0.6664774028925502,0.5896652049249452
stu_fte455_029,volatile_practicer,train,249,0.5783132530120482,0.0,0.40160642570281124,97.21285140562249,1650.0,1427.7567049099532,52.423373740624434,1471.3645378386936,0.2333424114554917,0.6580964536615799,0.6128306878306878,0.2827872760548229,0.8014316338601186,0.5941137566137566,0.25547005931845157,0.7089749919579947,0.5457671957671958,0.24685482830068947,0.6885517193821826,0.5798941798941799,0.28672389310751645,0.8168697882982893,0.6107804232804233
stu_fte455_030,remediation_responder,test,315,0.5873015873015873,0.0,0.4031746031746032,96.71428571428571,1509.0,1445.0127875614546,45.41156996085899,1437.107215728738,0.22730486090802407,0.6451281500787833,0.6378170478170478,0.23236885927344733,0.6560242045266583,0.6378794178794179,0.23401452332502928,0.6593553682473487,0.623035343035343,0.2366322907477667,0.6639948073835096,0.6044074844074844,0.23530057668988424,0.6634214731904182,0.6399168399168399
stu_fte455_031,steady_improver,test,298,0.697986577181208,0.0,0.28523489932885904,87.60402684563758,1829.0,1598.9064489267164,48.4962224834398,1560.9235910232853,0.2101265186437101,0.6112241054721358,0.571073717948718,0.2264348428565764,0.6809523720172646,0.5885416666666666,0.21154127186846544,0.6175656131828464,0.5633279914529915,0.2148028520313842,0.6261718230596184,0.5454594017094017,0.22086787056953477,0.6552840234939298,0.5810363247863248
stu_fte455_032,fast_but_careless,train,414,0.5193236714975845,0.04589371980676329,0.46618357487922707,72.66425120772946,1276.0,1406.0049361897197,50.72960642030217,1379.3877423636693,0.2460898145893293,0.6858051280477108,0.5800397335514783,0.25142368103956503,0.6987228025768599,0.5825756690428888,0.24902802779359534,0.6926611041489786,0.5794554166179736,0.255320121160771,0.7051476022981774,0.538763585368704,0.2498789676112841,0.695103561607969,0.5833703400724553
stu_fte455_033,slow_analytical,test,221,0.583710407239819,0.0,0.3936651583710407,103.68778280542986,1488.0,1457.9004368941498,48.2834401503403,1384.326851830912,0.25187165840701115,0.7001565494166764,0.5232979440512302,0.26277290494992295,0.7307736607173312,0.5123862487360971,0.2781428297838841,0.7590815694520967,0.46667509268621504,0.26529240073155635,0.7326688485326006,0.5212335692618807,0.2620421938326896,0.7297686696236645,0.5217391304347826
stu_fte455_034,volatile_practicer,train,325,0.563076923076923,0.0,0.4246153846153846,94.98153846153846,1642.0,1549.4150749887503,53.55444424866376,1571.3334828253935,0.23571739183587004,0.663210980977011,0.6409797583314092,0.27589779548008736,0.7702931983634245,0.6304933425690756,0.24366717997218557,0.6813836895676337,0.6104056030170092,0.23662240244855062,0.6625560723886259,0.611983375663819,0.2911717904911355,0.8198587616884336,0.6395174324636342
stu_fte455_035,remediation_responder,train,237,0.6033755274261603,0.0,0.38396624472573837,100.61181434599156,1498.0,1518.5750280586685,45.81942162461638,1501.5333461453858,0.23162317248463607,0.6560110236732685,0.5878217527153697,0.2436761688688416,0.6867847233749728,0.5527451272132123,0.2499576319744071,0.6975195543005109,0.5556464811783961,0.24971981931996284,0.6975771121008731,0.527823240589198,0.24324413023085908,0.6863046190194063,0.5652060705252194
stu_fte455_036,steady_improver,train,262,0.7251908396946565,0.0,0.2633587786259542,85.58778625954199,1597.0,1593.8989683284647,48.225755332638194,1598.2078754327806,0.1924602257416278,0.571477037126714,0.7013157894736842,0.1913451432716903,0.564926373965215,0.6724780701754386,0.18979846436508216,0.5599367147978331,0.6647295321637426,0.18941180446966605,0.5595775057319538,0.6564327485380117,0.20526037978425432,0.5977964359111023,0.6831505847953216
stu_fte455_037,fast_but_careless,test,227,0.5859030837004405,0.05286343612334802,0.3920704845814978,69.7488986784141,1434.0,1436.9252297257322,30.0,1439.0681618104504,0.2379770177533069,0.6692304912304943,0.5830267157254839,0.2407907514253827,0.6750987430142482,0.5809470484722444,0.2406217101180241,0.6745584360995026,0.5784274516077428,0.24779760469834786,0.6907162654034755,0.5479123340265557,0.24159630315497563,0.6772358420955086,0.576427771556551
stu_fte455_038,slow_analytical,test,371,0.6792452830188679,0.0,0.29380053908355797,105.47978436657682,1843.0,1553.2043975252454,53.13944553029412,1531.7249385301243,0.20885027554499289,0.6036803194281585,0.6069594504468454,0.24729810962407234,0.7413201553677838,0.60140722955849,0.22282019973305942,0.640780943274204,0.581032412965186,0.22069971467316396,0.6333121091527975,0.5510871015072696,0.23906982923889641,0.7028970733593173,0.5925870348139256
stu_fte455_039,volatile_practicer,train,379,0.5646437994722955,0.0,0.42744063324538256,98.8311345646438,1492.0,1384.8546388513282,45.11772519238366,1367.1940259372377,0.2404311902900891,0.6732481856935442,0.5733078448031719,0.24629261919542955,0.6873991277836006,0.573208722741433,0.24979027317821187,0.6946915886802617,0.5624893797790994,0.24823341545081995,0.6911039187172343,0.5698952138204475,0.24523300972406648,0.6850562208808307,0.5779241008212971
stu_fte455_040,remediation_responder,test,288,0.5486111111111112,0.0,0.4409722222222222,95.20486111111111,1397.0,1462.9047129362507,54.28501651128173,1454.7103942914764,0.23534228068040747,0.662878979562443,0.6115141187925998,0.23800657844134399,0.6681608254973325,0.609493670886076,0.2431948422665164,0.6809278108220054,0.5957643622200585,0.24125931355585045,0.6753434445379547,0.5967867575462512,0.23677761898554442,0.6660260947961236,0.6248052580331062
stu_fte455_041,steady_improver,test,363,0.7300275482093664,0.0,0.2534435261707989,85.87603305785125,1832.0,1661.4495823883333,51.253194453837494,1670.5520253747993,0.19877578255514386,0.5861503374901732,0.5658259530227185,0.21374618393643083,0.6514895016483206,0.5645167500962649,0.20101137391743373,0.5955838767644602,0.5619946091644205,0.20232274975555756,0.5979182252566333,0.5537158259530227,0.20196790336246348,0.6019150480112049,0.5641894493646515
stu_fte455_042,fast_but_careless,train,318,0.6069182389937107,0.04716981132075472,0.37735849056603776,72.17295597484276,1601.0,1496.099191154962,44.809005616563084,1494.6318236222164,0.23642719363817985,0.6677421934752077,0.5723108808290155,0.26217293690225835,0.7485043595514663,0.5629222797927461,0.2527622147220107,0.7045913696063161,0.550321243523316,0.24694780751666312,0.6900961544824469,0.5528290155440414,0.26355347729474793,0.7529685561279948,0.5627564766839378
stu_fte455_043,slow_analytical,test,255,0.596078431372549,0.0,0.39215686274509803,103.73725490196078,1435.0,1565.2485809731804,48.35215695814976,1575.083090477507,0.22269164266600705,0.633758208618333,0.6476430761369443,0.22430874471472834,0.6384225300988048,0.6654637199795606,0.2267910959162689,0.6424269564866159,0.6510283597342872,0.21714638397228958,0.6217072369512017,0.6792922841083291,0.22178754265961081,0.6325840267788116,0.6711165048543689
stu_fte455_044,volatile_practicer,train,350,0.5114285714285715,0.0,0.4742857142857143,92.51428571428572,1312.0,1412.187452217215,42.19188956492796,1388.6461601398598,0.2534116806864642,0.7019788827437096,0.5470776568982979,0.2632712138396284,0.7243854810147439,0.5374072985069751,0.26593277009058064,0.730683733413244,0.530791597242641,0.2583944972901155,0.7139374597424052,0.5502629945440883,0.25733435838421875,0.710592516868873,0.5522395373909634
stu_fte455_045,remediation_responder,test,214,0.6588785046728972,0.0,0.32710280373831774,98.6355140186916,1774.0,1597.7522254374292,59.33606086305217,1567.8107532174874,0.2089198155340553,0.606051476307068,0.6524336928009327,0.24080164557040226,0.7056162062125939,0.6380549888273584,0.22548374198381915,0.6448263959969045,0.5903526668609734,0.21777669258777288,0.627635217858347,0.6027397260273972,0.23698837766958664,0.6909003570609019,0.6459244146507335
stu_fte455_046,steady_improver,train,350,0.6457142857142857,0.0,0.32857142857142857,86.3,1575.0,1500.560282111059,59.43545280379748,1484.2194255789195,0.2165525649776537,0.6216736177162574,0.6318691121895518,0.22150278389986347,0.6337326999967499,0.612153868113046,0.22479192702498738,0.6424944795510704,0.5942049671709962,0.22293114846147744,0.6370604695933849,0.605588067370825,0.2211231138291596,0.6317380070871409,0.6237510705109905
stu_fte455_047,fast_but_careless,train,258,0.5775193798449613,0.03488372093023256,0.3992248062015504,73.24031007751938,1445.0,1461.2202680517064,56.505024923468135,1464.3450691603052,0.23297481432289138,0.6584012380788635,0.6472199987685487,0.23481215328638858,0.663630650693278,0.6219752478295671,0.23622928107020685,0.6669022067025104,0.6154485561233914,0.23932323239882303,0.675097795986169,0.6135090203805185,0.23507887467603422,0.6644107763958506,0.6284403669724771
stu_fte455_048,slow_analytical,train,384,0.7265625,0.0,0.2552083333333333,101.63802083333333,1807.0,1575.4736078511617,55.812094148398515,1601.9703927018247,0.19175713617673415,0.567397319588329,0.6437617340843147,0.19454194859326876,0.5879760236296149,0.6332309267793139,0.19338321706203052,0.5730010288400641,0.6329237071172555,0.18938079325542123,0.5651706480829333,0.6250554702167606,0.1871038409236123,0.5586709068443879,0.6476361153780509
stu_fte455_049,volatile_practicer,test,364,0.6318681318681318,0.0,0.34065934065934067,90.14285714285714,1519.0,1454.767680898943,45.01092886565795,1439.7456327891605,0.22877204190654302,0.6500530387729173,0.5846852693056457,0.23646154777539716,0.6707257135519777,0.5813595068137573,0.2360949593323142,0.6696679361915437,0.5902498377676834,0.23980247407925206,0.6780928119912167,0.5646333549643089,0.23455615120534665,0.6647640026621233,0.5928455548345231
stu_fte455_050,remediation_responder,train,286,0.6258741258741258,0.0,0.35664335664335667,90.67832167832168,1371.0,1513.4825003523206,44.96511828862546,1510.5476111179253,0.22933840972216732,0.6508422275515522,0.5704067247950713,0.2623219762164409,0.7201152891720761,0.537148227431734,0.24675525664187026,0.688598488466374,0.5346159870516368,0.24804045849938622,0.6923082367281649,0.5236255416905967,0.2636723349320625,0.7232365216369668,0.539053934109539
stu_fte455_051,steady_improver,train,340,0.6852941176470588,0.0,0.28823529411764703,87.46470588235294,1698.0,1535.3341790099114,72.15214628902962,1569.5650970269128,0.21591126423540183,0.6221501285017158,0.5557739360635353,0.22128389486270936,0.6442242527698461,0.5558942681801773,0.22557343403740307,0.6500634848007476,0.5307448558020136,0.22368602964836715,0.6425330563975312,0.5254903533753159,0.21669655728914744,0.6281905028360134,0.5633949701175244
stu_fte455_052,fast_but_careless,test,341,0.5659824046920822,0.03225806451612903,0.41642228739002934,77.57771260997067,1630.0,1463.8286050060262,62.62695957194843,1486.2385788353167,0.2436032192313393,0.6818606054056808,0.5841793866405265,0.2863809956088134,0.802861493875157,0.5868575829715726,0.2525797824746521,0.7037524297859848,0.5689679316622321,0.24759333555347116,0.6908671678543451,0.5618610838818092,0.28980697443976466,0.8147507679138716,0.5919339028147318
stu_fte455_053,slow_analytical,train,410,0.6414634146341464,0.0,0.3439024390243902,101.89024390243902,1533.0,1463.4787776275828,42.87903049124734,1430.3568529679314,0.211113630707287,0.6105674360085643,0.6705077468249657,0.21361522667281746,0.6150934793960066,0.6509143581386927,0.21557539804065415,0.618090066867638,0.6452238690152867,0.21638723111668648,0.6218863153516632,0.6417578438219395,0.21283620323411362,0.6138762728245157,0.6680116913685626
stu_fte455_054,volatile_practicer,train,209,0.5885167464114832,0.0,0.41148325358851673,98.17703349282297,1563.0,1478.1489658256544,30.0,1469.4832081489023,0.2370124220116144,0.6671343276125957,0.5876819814709775,0.2502595969354413,0.702247418626421,0.5658442049536775,0.24635652776407416,0.6906355084421376,0.5601720552089242,0.2506101066660609,0.7008586655570423,0.544053696350917,0.24923948499786722,0.6998259549811833,0.5704764605785593
stu_fte455_055,remediation_responder,train,335,0.6029850746268657,0.0,0.3880597014925373,94.42985074626866,1442.0,1462.2501600637163,30.0,1477.9579097194965,0.2353351344486113,0.6630578771176021,0.585312290627559,0.23525775379192954,0.6623037473401467,0.6060634258914613,0.2317155961630246,0.654996785504318,0.6114791930320852,0.2385241857538736,0.6699192955398093,0.5717263455668875,0.23445809836693288,0.6607333231251779,0.6061006476587508
stu_fte455_056,steady_improver,test,345,0.6347826086956522,0.0,0.3507246376811594,86.26376811594203,1427.0,1463.9880285366335,55.20443614006985,1482.039027924913,0.23287953892426427,0.6587800910149771,0.5636913821845329,0.2555424283727028,0.7061092856183082,0.5625498296731174,0.2368417989225816,0.669375574887897,0.5564796694933681,0.2429229989120719,0.6820391638246464,0.5101471334348047,0.2774138274782211,0.7527370532696491,0.5653946510110893
stu_fte455_057,fast_but_careless,train,327,0.5504587155963303,0.05198776758409786,0.43119266055045874,71.03058103975535,1364.0,1377.2311550224501,59.848711782125825,1341.4653383979971,0.23717159088072964,0.6673378828034672,0.6078609221466365,0.23768239257601614,0.6690051222643808,0.6191609977324263,0.24105939524473333,0.6771325290678942,0.617233560090703,0.24282437446789146,0.680315536888541,0.6015873015873016,0.23787738863482152,0.6714036858224404,0.624244142101285
stu_fte455_058,slow_analytical,train,265,0.6415094339622641,0.0,0.3433962264150943,108.56603773584905,1469.0,1519.384687026577,37.96214488496415,1530.6083083090518,0.22958084951907223,0.6496957359661719,0.5739009287925697,0.2462231771515952,0.6882357287116179,0.5599071207430341,0.23940503894656492,0.6763962991478393,0.5573684210526316,0.24388079286005446,0.68659445558838,0.5060681114551083,0.2544772617891299,0.7050067609797492,0.5693808049535604
stu_fte455_059,volatile_practicer,test,352,0.5454545454545454,0.0,0.4403409090909091,90.61079545454545,1315.0,1400.6739155835742,43.22475830141954,1401.5867554774522,0.23346890908079115,0.65872414753787,0.63583984375,0.2470175096107398,0.6893797946900352,0.616748046875,0.24096523424967486,0.6743667694339551,0.6065755208333333,0.24362464111343274,0.6809286109330492,0.5974283854166667,0.24057859451390043,0.6746637113393347,0.6230794270833333
stu_fte455_060,remediation_responder,train,357,0.5770308123249299,0.0,0.4117647058823529,99.11764705882354,1393.0,1455.1708043043602,57.05117615014807,1445.8867517505964,0.2308396806951189,0.6525618187537141,0.6352793673246319,0.23756164226955895,0.6690152618510917,0.6524625474185045,0.24188554473412113,0.6791470621812249,0.6106699672088987,0.23394076374210065,0.6616641837766487,0.6305857390857069,0.24074529905759873,0.6764234387528895,0.6553558798945541
stu_fte455_061,steady_improver,train,395,0.7164556962025317,0.0,0.2683544303797468,83.5620253164557,1743.0,1634.3361379307369,77.45827383606765,1611.0106088073223,0.1926680490726811,0.5697834324109744,0.6689487632508834,0.18997908170720224,0.5613723737159444,0.6617869762746088,0.19753913278418553,0.578495077924489,0.6342125189298334,0.19319829989684403,0.568626743893155,0.6506814740030288,0.19086527811498039,0.5636264068712081,0.6644529278142353
stu_fte455_062,fast_but_careless,test,199,0.5628140703517588,0.01507537688442211,0.41708542713567837,83.14070351758794,1506.0,1480.1546300519756,30.0,1434.2437431923383,0.24317814018412104,0.6798017663028724,0.5681444991789819,0.24210805284536357,0.6779914234634972,0.6084770114942529,0.23995816343895565,0.6727794866498775,0.5977011494252874,0.24475696434430236,0.684184510459032,0.5764573070607554,0.2432265491576454,0.6809578016552801,0.6074507389162561
